Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
825,Finneon,,456,♂,528,87,12,12,12,80.0,20.0,20.0,Pound,Ice Beam,,"2020-04-22 23:44","2020-04-22 23:44",4/22/2020,,,0,0,0,0,60.78%,1607,95.66%,75000,116,Lumineon,,0,94.70%,218,94.52%,225000,298,Lumineon,,0
826,Happiny,,440,♀,192,143,12,12,15,86.7,20.0,20.0,Pound,Psychic,,"2020-04-22 12:55","2020-04-22 12:55",4/14/2020,23.77kg,0.59m,0,0,0,2500,93.16%,281,93.99%,225000,273,Chansey,,0,55.90%,1807,95.42%,137000,205,Blissey,,0
827,Happiny,,440,♀,198,140,13,14,11,84.4,20.0,20.0,Pound,Psychic,,"2020-04-22 12:55","2020-04-22 12:55",4/9/2020,22.76kg,0.59m,0,0,0,2500,97.00%,124,95.92%,225000,273,Chansey,,0,50.50%,2028,95.17%,130000,197,Blissey,,0
828,Chansey,,113,♀,688,292,13,15,2,66.7,20.0,20.0,Pound,Hyper Beam,,"2020-04-22 12:36","2020-04-22 12:36",4/22/2020,,,0,0,1,0,95.19%,198,94.88%,225000,248,Chansey,,0,50.79%,2016,95.18%,137000,180,Blissey,,0
829,Lileep,,345,♂,701,105,10,15,12,82.2,20.0,20.0,Infestation,Mirror Coat,,"2020-04-21 11:24","2020-04-21 11:24",4/20/2020,16.57kg,0.84m,0,0,0,2500,74.48%,1046,96.30%,27500,75,Cradily,,0,95.78%,174,95.86%,225000,298,Cradily,,0
830,Chansey,,113,♀,806,337,7,8,8,51.1,26.0,26.0,Zen Headbutt,Hyper Beam,,"2020-04-14 02:25","2020-04-14 02:25",4/14/2020,,,0,0,0,0,49.94%,2051,83.89%,186000,214,Chansey,,0,83.49%,677,97.01%,166000,234,Blissey,,0
831,Karrablast,,588,♀,654,87,15,12,10,82.2,20.0,20.0,Peck,X-Scissor,,"2020-04-13 19:30","2020-04-13 19:30",4/13/2020,,,0,0,1,0,96.53%,143,93.82%,225000,248,Karrablast,,0,19.29%,3306,94.85%,91000,280,Escavalier,,0
832,Riolu,,447,♀,539,80,10,13,14,82.2,20.0,20.0,Counter,Low Sweep,,"2020-04-12 20:07","2020-04-12 20:07",4/12/2020,,,0,0,5,0,97.34%,110,98.22%,0,50,Lucario,,0,,,,,,,,
833,Tyrogue,,236,♂,254,72,10,13,10,73.3,20.0,20.0,Tackle,Rock Slide,,"2020-04-10 16:37","2020-04-10 16:37",4/10/2020,28.83kg,0.76m,0,0,0,2500,83.79%,665,96.76%,20500,44,Hitmonchan,,0,90.01%,410,93.45%,225000,273,Hitmonchan,,0
834,Tyrogue,,236,♂,260,75,11,11,15,82.2,20.0,20.0,Rock Smash,Rock Slide,,"2020-04-10 16:37","2020-04-10 16:37",4/10/2020,34.44kg,0.89m,0,0,2,2500,77.58%,919,96.12%,31000,53,Hitmontop,,0,97.68%,96,96.11%,225000,273,Hitmontop,,0
835,Wailmer,,320,♂,785,172,10,11,11,71.1,20.0,20.0,Water Gun,Heavy Slam,,"2020-04-10 16:37","2020-04-10 16:37",4/10/2020,179.46kg,2.11m,0,0,1,2500,56.26%,1792,94.67%,24000,422,Wailord,,0,83.61%,672,92.24%,225000,648,Wailord,,0
836,Chansey,,113,♀,770,321,9,10,5,53.3,24.0,24.0,Zen Headbutt,Psychic,,"2020-04-10 16:37","2020-04-10 16:37",4/10/2020,45.66kg,1.25m,0,0,0,3500,65.45%,1416,86.99%,201000,226,Chansey,,0,60.85%,1604,95.66%,154000,210,Blissey,,0
837,Swinub,,220,♀,518,100,8,14,8,66.7,27.0,27.0,Powder Snow,Body Slam,,"2020-04-10 12:57","2020-04-10 12:57",4/8/2020,9.92kg,0.51m,0,0,2,4500,85.59%,591,87.61%,178000,206,Swinub,,0,41.44%,2399,95.09%,0,125,Mamoswine,,0
838,Karrablast,,588,♂,275,57,8,11,7,57.8,9.0,9.0,Fury Cutter,Aerial Ace,,"2020-04-10 12:56","2020-04-10 12:56",4/9/2020,5.37kg,0.5m,0,0,1,1000,45.40%,2237,94.40%,32000,236,Escavalier,,0,48.62%,2105,96.03%,160000,354,Escavalier,,0
839,Panpour,,515,♂,522,89,13,11,12,80.0,20.0,20.0,Water Gun,Crunch,,"2020-04-10 12:54","2020-04-10 12:54",4/7/2020,19.58kg,0.65m,0,0,0,2500,73.53%,1085,95.90%,17000,66,Simipour,,0,94.58%,223,95.16%,225000,298,Simipour,,0
840,Murkrow,,198,♀,767,92,15,10,8,73.3,18.0,18.0,Peck,Dark Pulse,,"2020-04-06 16:11","2020-04-06 16:11",4/6/2020,2.04kg,0.53m,0,0,1,2200,60.10%,1635,95.09%,9400,108,Honchkrow,,0,,,,,,,,
841,Wobbuffet,,202,♂,560,236,12,14,14,88.9,20.0,20.0,Charm,Mirror Coat,,"2020-04-06 16:11","2020-04-06 16:11",4/6/2020,20.26kg,1.13m,0,0,0,2500,96.39%,149,94.90%,225000,248,Wobbuffet,,0,96.39%,149,94.90%,225000,248,Wobbuffet,,0
842,Spoink,,325,♂,591,92,2,6,9,37.8,18.0,18.0,Zen Headbutt,Psybeam,,"2020-04-06 16:09","2020-04-06 16:09",4/6/2020,20.77kg,0.69m,0,0,0,2200,80.20%,812,96.40%,36900,83,Grumpig,,0,25.49%,3052,86.14%,234400,306,Grumpig,,0
843,Sudowoodo,,185,♀,1461,122,11,8,12,68.9,25.0,25.0,Counter,Stone Edge,,"2020-04-06 16:09","2020-04-06 16:09",4/6/2020,25.52kg,1.14m,0,0,3,4000,58.10%,1717,95.18%,4000,3,Sudowoodo,,0,85.69%,587,92.94%,194000,220,Sudowoodo,,0
844,Stunfisk,,618,♂,26,23,1,0,9,22.2,1.0,1.0,Mud Shot,Muddy Water,,"2020-04-06 12:51","2020-04-06 12:51",4/6/2020,13.03kg,0.78m,0,0,0,200,88.18%,485,97.03%,101000,106,Stunfisk,Normal,0,3.22%,3964,81.75%,270000,304,Stunfisk,Normal,0
845,Aron,,304,♀,840,96,8,6,8,48.9,25.0,25.0,Tackle,Iron Head,,"2020-04-06 12:37","2020-04-06 12:37",4/6/2020,74.17kg,0.46m,0,0,1,4000,46.64%,2186,94.33%,20500,43,Lairon,,0,60.02%,1638,96.23%,72000,189,Aggron,,0
846,Sudowoodo,,185,♂,1456,124,8,10,15,73.3,25.0,25.0,Counter,Stone Edge,,"2020-04-06 08:00","2020-04-06 08:00",4/6/2020,,,0,0,3,0,75.65%,998,96.12%,4000,3,Sudowoodo,,0,89.35%,437,93.64%,194000,220,Sudowoodo,,0
847,Aerodactyl,,142,♂,1569,121,15,12,13,88.9,20.0,20.0,Steel Wing,Ancient Power,,"2020-04-05 10:46","2020-04-05 10:46",4/4/2020,20.02kg,1.41m,0,0,1,2500,,,,,,,,,41.71%,2388,95.48%,116000,106,Aerodactyl,,0
848,Aipom,,190,♂,808,101,6,2,9,37.8,24.0,24.0,Astonish,Low Sweep,,"2020-04-03 19:27","2020-04-03 19:27",4/3/2020,16.59kg,0.93m,0,0,2,3500,75.73%,995,96.15%,0,100,Ambipom,,0,24.20%,3105,85.73%,201000,326,Ambipom,,0
849,Ditto,,132,,561,98,11,12,14,82.2,25.0,25.0,Transform,Struggle,,"2020-04-02 18:46","2020-04-02 18:46",4/2/2020,4.07kg,0.29m,0,0,0,4000,95.31%,193,92.70%,194000,220,Ditto,,0,95.31%,193,92.70%,194000,220,Ditto,,0
850,Ditto,,132,,506,95,4,15,12,68.9,24.0,24.0,Transform,Struggle,,"2020-04-01 19:04","2020-04-01 19:04",4/1/2020,,,0,0,0,0,82.76%,707,88.09%,201000,226,Ditto,,0,82.76%,707,88.09%,201000,226,Ditto,,0
851,Dwebble,,557,♀,682,89,13,15,12,88.9,20.0,20.0,Smack Down,Rock Blast,,"2020-03-31 14:51","2020-03-31 14:51",3/31/2020,,,0,0,2,0,77.63%,917,96.42%,5000,54,Crustle,,0,,,,,,,,
852,Girafarig,,203,♂,599,78,8,12,6,57.8,11.0,11.0,Confusion,Mirror Coat,,"2020-03-31 06:58","2020-03-31 06:58",3/29/2020,50.95kg,1.57m,0,0,0,1300,75.95%,986,95.82%,84500,82,Girafarig,,0,69.43%,1253,89.99%,258000,284,Girafarig,,0
853,Panpour,,515,♂,519,87,11,15,10,80.0,20.0,20.0,Water Gun,Water Pulse,,"2020-03-31 06:57","2020-03-31 06:57",3/29/2020,9.07kg,0.48m,0,0,0,2500,88.67%,465,96.87%,17000,66,Simipour,,0,95.85%,171,95.64%,225000,298,Simipour,,0
854,Beldum,,374,,12,11,14,11,5,66.7,1.0,1.0,Take Down,Struggle,,"2020-03-31 06:57","2020-03-31 06:57",3/29/2020,98.97kg,0.58m,0,0,4,200,10.99%,3646,92.52%,161000,187,Metang,,0,6.52%,3829,93.54%,65500,200,Metagross,,0
855,Solosis,,577,♂,496,68,6,10,9,55.6,14.0,14.0,Zen Headbutt,Night Shade,,"2020-03-31 06:56","2020-03-31 06:56",3/29/2020,1.02kg,0.31m,0,0,0,1600,79.56%,838,96.74%,19600,145,Reuniclus,,0,53.68%,1898,96.25%,140600,255,Reuniclus,,0
856,Aerodactyl,,142,♂,1561,120,13,15,11,86.7,20.0,20.0,Bite,Ancient Power,,"2020-03-31 06:56","2020-03-31 06:56",3/29/2020,50.75kg,1.62m,0,0,1,2500,,,,,,,,,65.79%,1402,96.45%,123000,114,Aerodactyl,,0
857,Solrock,,338,,1176,123,7,13,5,55.6,19.0,19.0,Rock Throw,Solar Beam,,"2020-03-31 06:55","2020-03-31 06:55",3/29/2020,191.6kg,1.22m,0,0,0,2500,61.88%,1562,95.09%,29000,26,Solrock,,0,66.64%,1367,90.38%,230000,252,Solrock,,0
858,Jynx,,124,♀,549,64,15,6,8,64.4,8.0,8.0,Frost Breath,Focus Blast,,"2020-03-29 11:16","2020-03-29 11:16",1/24/2020,69kg,1.77m,0,0,0,800,29.82%,2875,93.88%,46600,49,Jynx,,0,73.53%,1085,93.43%,263600,290,Jynx,,0
859,Swablu,,333,♂,581,97,11,13,15,86.7,26.0,26.0,Astonish,Aerial Ace,,"2020-03-29 00:45","2020-03-29 00:45",2/28/2020,1.57kg,0.47m,0,0,2,4000,81.10%,775,96.36%,8000,408,Altaria,,0,,,,,,,,
860,Aerodactyl,,142,♂,1586,121,15,15,14,97.8,20.0,20.0,Rock Throw,Hyper Beam,,"2020-03-28 22:41","2020-03-28 22:41",3/28/2020,,,0,0,1,0,,,,,,,,,64.47%,1456,96.39%,109000,98,Aerodactyl,,0
861,Baltoy,,343,,385,75,12,12,14,84.4,18.0,18.0,Confusion,Psybeam,,"2020-03-28 22:38","2020-03-28 22:38",3/28/2020,,,0,0,0,0,33.31%,2732,93.74%,56400,100,Claydol,,0,97.56%,101,96.14%,234400,306,Claydol,,0
862,Beldum,,374,,503,76,11,4,8,51.1,20.0,20.0,Take Down,Struggle,,"2020-03-28 21:54","2020-03-28 21:54",3/28/2020,,,0,0,1,0,18.66%,3332,93.05%,145000,165,Metang,,0,10.53%,3665,93.89%,24000,147,Metagross,,0
863,Gothita,,574,♀,179,49,7,0,4,24.4,8.0,8.0,Confusion,Psyshock,,"2020-03-28 21:45","2020-03-28 21:45",3/28/2020,,,0,0,0,0,37.85%,2546,94.04%,62600,189,Gothitelle,,0,10.57%,3663,84.42%,263600,415,Gothitelle,,0
864,Spheal,,363,♂,142,60,8,6,15,64.4,6.0,6.0,Water Gun,Aurora Beam,,"2020-03-28 19:59","2020-03-28 19:59",12/28/2019,24.24kg,0.59m,0,0,1,600,64.57%,1452,95.32%,194400,221,Sealeo,,0,78.88%,866,96.37%,228400,365,Walrein,,0
865,Hippopotas,,449,♀,57,30,13,7,14,75.6,2.0,2.0,Tackle,Rock Tomb,,"2020-03-28 19:59","2020-03-28 19:59",12/28/2019,49.31kg,0.8m,0,0,1,200,68.45%,1293,95.92%,33000,94,Hippowdon,,0,29.69%,2880,95.16%,109600,162,Hippowdon,,0
866,Snover,,459,♀,49,26,15,12,7,75.6,2.0,2.0,Ice Shard,Energy Ball,,"2020-03-28 19:59","2020-03-28 19:59",12/28/2019,55.06kg,1.12m,0,0,1,200,12.04%,3603,93.00%,58600,117,Abomasnow,,0,93.82%,254,94.90%,269600,352,Abomasnow,,0
867,Delibird,,225,♂,97,36,1,3,15,42.2,4.0,4.0,Present,Aerial Ace,,"2020-03-28 19:59","2020-03-28 19:59",1/1/2020,17.08kg,0.93m,0,0,0,400,30.74%,2837,79.90%,268400,298,Delibird,,0,30.74%,2837,79.90%,268400,298,Delibird,,0
868,Snorunt,,361,♂,60,31,13,3,11,60.0,3.0,3.0,Hex,Shadow Ball,,"2020-03-28 19:58","2020-03-28 19:58",1/1/2020,21.82kg,0.8m,0,0,0,400,5.49%,3871,92.23%,83200,186,Glalie,,0,66.94%,1355,89.89%,269200,400,Glalie,,0
869,Shuckle,,213,♀,81,34,13,5,7,55.6,8.0,8.0,Struggle Bug,Rock Blast,,"2020-03-28 19:57","2020-03-28 19:57",1/6/2020,15.08kg,0.54m,0,0,4,800,82.15%,732,83.36%,263600,290,Shuckle,,0,82.15%,732,83.36%,263600,290,Shuckle,,0
870,Wooper,,194,♀,285,87,6,12,8,57.8,18.0,18.0,Mud Shot,Body Slam,,"2020-03-28 19:56","2020-03-28 19:56",1/7/2020,8.53kg,0.4m,0,0,0,2200,83.10%,693,96.57%,69900,112,Quagsire,,0,69.99%,1230,90.26%,234400,306,Quagsire,,0
871,Remoraid,,223,♂,232,50,7,10,9,57.8,10.0,10.0,Mud Shot,Aurora Beam,,"2020-03-28 19:55","2020-03-28 19:55",1/7/2020,20.43kg,0.76m,0,0,0,1000,56.70%,1774,95.12%,59000,110,Octillery,,0,70.45%,1211,90.72%,260000,336,Octillery,,0
872,Panpour,,515,♂,507,87,6,12,6,53.3,21.0,21.0,Water Gun,Surf,,"2020-03-28 19:54","2020-03-28 19:54",1/10/2020,12.19kg,0.55m,0,0,0,3000,87.18%,526,96.75%,19000,68,Simipour,,0,62.42%,1540,89.71%,220000,294,Simipour,,0
873,Poliwag,,60,♀,355,70,12,10,12,75.6,16.0,16.0,Bubble,Mud Bomb,,"2020-03-28 19:54","2020-03-28 19:54",1/10/2020,10.38kg,0.54m,0,0,0,1900,78.24%,892,96.11%,22600,145,Poliwrath,,0,,,,,,,,
874,Goldeen,,118,♀,239,51,8,12,10,66.7,8.0,8.0,Peck,Aqua Tail,,"2020-03-28 19:54","2020-03-28 19:54",1/12/2020,9.8kg,0.42m,0,0,0,800,58.46%,1702,95.12%,73600,123,Seaking,,0,84.22%,647,92.20%,263600,340,Seaking,,0
875,Mawile,,303,♂,403,59,12,12,13,82.2,9.0,9.0,Bite,Play Rough,,"2020-03-28 19:53","2020-03-28 19:53",1/13/2020,13.36kg,0.61m,0,0,0,1000,79.68%,833,94.87%,190000,190,Mawile,,0,96.51%,144,94.74%,262000,288,Mawile,,0
876,Tepig,,498,♂,323,76,13,11,10,75.6,11.0,11.0,Tackle,Flamethrower,,"2020-03-28 19:46","2020-03-28 19:46",1/14/2020,8.99kg,0.43m,0,0,0,1300,49.69%,2061,95.17%,23600,153,Emboar,,0,59.37%,1665,96.16%,113000,231,Emboar,,0
877,Cubchoo,,613,♂,528,92,12,4,13,64.4,19.0,19.0,Powder Snow,Play Rough,,"2020-03-28 19:46","2020-03-28 19:46",1/14/2020,6.2kg,0.46m,0,0,0,2500,62.39%,1541,84.45%,230000,252,Cubchoo,,0,48.50%,2110,96.06%,85000,124,Beartic,,0
878,Rhydon,,112,♂,1511,134,12,14,12,84.4,17.0,17.0,Mud-Slap,Stone Edge,,"2020-03-28 19:46","2020-03-28 19:46",1/16/2020,178.19kg,2.19m,0,0,1,2200,,,,,,,,,72.31%,1135,96.69%,69800,62,Rhydon,,0
879,Beldum,,374,,449,75,7,6,14,60.0,18.0,18.0,Take Down,Struggle,,"2020-03-28 19:46","2020-03-28 19:46",1/16/2020,145.33kg,0.71m,0,0,1,2200,,,,,,,,,62.34%,1543,96.18%,33400,155,Metagross,,0
880,Timburr,,532,♂,651,111,13,10,15,84.4,18.0,18.0,Pound,Rock Tomb,,"2020-03-28 19:44","2020-03-28 19:44",1/23/2020,10.05kg,0.49m,0,0,0,2200,26.28%,3020,93.76%,36900,83,Gurdurr,,0,39.44%,2481,95.14%,52400,296,Conkeldurr,,0
881,Basculin,,550,♂,1269,117,5,10,11,57.8,23.0,23.0,Tackle,Aqua Tail,,"2020-03-28 19:44","2020-03-28 19:44",1/23/2020,18.77kg,1.03m,0,0,0,3500,89.67%,424,97.00%,30000,26,Basculin,,0,68.62%,1286,89.92%,208000,232,Basculin,,0
882,Buizel,,418,♂,212,54,15,5,0,44.4,8.0,8.0,Quick Attack,Aqua Jet,,"2020-03-28 19:44","2020-03-28 19:44",1/23/2020,42.21kg,0.76m,0,0,0,800,4.00%,3932,91.94%,55600,108,Floatzel,,0,32.01%,2785,85.66%,263600,340,Floatzel,,0
883,Slugma,,218,♀,268,59,11,13,14,84.4,11.0,11.0,Ember,Flame Burst,,"2020-03-28 19:43","2020-03-28 19:43",1/25/2020,44.1kg,0.75m,0,0,0,1300,61.39%,1582,94.87%,149000,192,Magcargo,,0,97.58%,100,95.65%,258000,334,Magcargo,,0
884,Corphish,,341,♂,547,71,15,4,5,53.3,17.0,17.0,Rock Smash,Vise Grip,,"2020-03-28 19:43","2020-03-28 19:43",1/25/2020,13.81kg,0.67m,0,0,0,2200,11.53%,3624,92.98%,27800,75,Crawdaunt,,0,45.74%,2223,87.60%,238800,310,Crawdaunt,,0
885,Shuckle,,213,♀,116,43,11,7,9,60.0,12.0,12.0,Rock Throw,Stone Edge,,"2020-03-28 19:42","2020-03-28 19:42",1/27/2020,22.62kg,0.62m,0,0,4,1300,75.51%,1004,80.37%,255400,280,Shuckle,,0,75.51%,1004,80.37%,255400,280,Shuckle,,0
886,Lickitung,,108,♀,730,127,7,11,7,55.6,20.0,20.0,Lick,Stomp,,"2020-03-28 19:42","2020-03-28 19:42",1/27/2020,91.55kg,1.4m,0,0,0,2500,37.80%,2548,94.26%,14000,113,Lickilicky,,0,61.51%,1577,90.28%,225000,348,Lickilicky,,0
887,Teddiursa,,216,♀,512,84,3,14,8,55.6,15.0,15.0,,,,"2020-03-28 19:41","2020-03-28 19:41",1/28/2020,3.55kg,0.51m,0,0,1,1900,97.92%,86,98.13%,16400,66,Ursaring,,0,93.41%,271,98.19%,137400,176,Ursaring,,0
888,Shieldon,,410,♂,473,65,15,15,10,88.9,19.0,19.0,Tackle,Ancient Power,,"2020-03-28 19:41","2020-03-28 19:41",1/28/2020,69.61kg,0.52m,0,0,0,2500,96.39%,149,97.58%,210000,272,Bastiodon,,0,98.83%,49,97.01%,230000,302,Bastiodon,,0
889,Lileep,,345,♂,699,104,15,14,15,97.8,19.0,19.0,Acid,Ancient Power,,"2020-03-28 19:41","2020-03-28 19:41",1/28/2020,5.21kg,0.66m,0,0,0,2500,32.58%,2762,94.09%,25500,73,Cradily,,0,99.95%,3,99.52%,230000,302,Cradily,,0
890,Burmy,,412,♀,254,78,14,10,15,86.7,19.0,19.0,Bug Bite,Struggle,,"2020-03-28 19:40","2020-03-28 19:40",1/29/2020,3.22kg,0.19m,0,0,0,2500,33.26%,2734,94.32%,80000,120,Wormadam,Plant,0,,,,,,,,
891,Magmar,,126,♀,848,79,15,11,3,64.4,13.0,13.0,Ember,Fire Punch,,"2020-03-28 19:40","2020-03-28 19:40",1/29/2020,17.65kg,1.03m,0,0,0,1600,3.22%,3964,91.56%,41800,41,Magmar,,0,21.00%,3236,94.48%,92800,186,Magmortar,,0
892,Gyarados,,130,♀,142,37,14,0,9,51.1,2.0,2.0,Bite,Hydro Pump,,"2020-03-28 19:40","2020-03-28 19:40",2/2/2020,229.87kg,7.02m,0,0,4,200,4.32%,3919,91.69%,27000,38,Gyarados,,0,7.23%,3800,93.23%,91600,96,Gyarados,,0
893,Cranidos,,408,♂,429,69,9,10,6,55.6,9.0,9.0,Zen Headbutt,Rock Tomb,,"2020-03-28 19:39","2020-03-28 19:39",2/7/2020,37.32kg,0.94m,0,0,0,1000,67.55%,1330,95.51%,140000,132,Cranidos,,0,69.30%,1258,96.07%,93000,140,Rampardos,,0
894,Gligar,,207,♀,1008,103,10,12,11,73.3,20.0,20.0,Wing Attack,Dig,,"2020-03-28 19:39","2020-03-11 13:35",2/8/2020,53.92kg,1.03m,0,0,2,2500,35.60%,2638,94.44%,0,100,Gliscor,,0,,,,,,,,
895,Lumineon,,457,♂,896,107,7,1,14,48.9,19.0,19.0,Water Gun,Water Pulse,,"2020-03-28 19:38","2020-03-28 19:38",2/8/2020,31.79kg,1.5m,0,0,0,2500,57.90%,1725,95.49%,121000,110,Lumineon,,0,47.45%,2153,87.12%,230000,252,Lumineon,,0
896,Eevee,,133,♂,612,96,15,15,15,100.0,20.0,20.0,Quick Attack,Dig,,"2020-03-28 19:38","2020-03-21 15:05",,8.75kg,0.35m,0,0,5,2500,43.42%,2318,94.12%,27500,50,Umbreon,,0,75.68%,997,96.77%,51500,71,Espeon,,0
897,Ampharos,,181,♂,1665,132,12,14,10,80.0,21.0,21.0,Volt Switch,Thunder Punch,,"2020-03-28 19:37","2020-03-28 19:37",2/16/2020,45.42kg,1.33m,0,0,0,3000,,,,,,,,,61.76%,1567,96.67%,104000,94,Ampharos,,0
898,Porygon,,137,,73,28,12,11,11,75.6,2.0,2.0,Hidden Power,Zap Cannon,,"2020-03-28 19:37","2020-03-28 19:37",2/16/2020,44.11kg,0.9m,0,0,1,200,76.63%,958,96.09%,28900,165,Porygon-Z,,0,63.20%,1508,96.34%,96100,225,Porygon-Z,,0
899,Porygon,,137,,751,96,1,11,13,55.6,17.0,17.0,Hidden Power,Zap Cannon,,"2020-03-28 19:36","2020-03-28 19:36",2/17/2020,29.26kg,0.77m,0,0,0,2200,99.73%,12,99.21%,18800,41,Porygon2,,0,98.49%,63,98.77%,238800,285,Porygon2,,0
900,Slowpoke,,79,♀,652,133,4,11,11,57.8,21.0,21.0,Confusion,Psyshock,,"2020-03-28 19:36","2020-03-28 19:36",2/17/2020,32.76kg,1.2m,0,0,2,3000,78.95%,863,96.24%,6000,56,Slowbro,,0,,,,,,,,
901,Skorupi,,451,♀,565,79,15,11,13,86.7,20.0,20.0,Poison Sting,Sludge Bomb,,"2020-03-28 19:36","2020-03-28 19:36",2/19/2020,11.92kg,0.78m,0,0,0,2500,33.11%,2740,94.18%,8000,57,Drapion,,0,98.83%,49,97.49%,225000,298,Drapion,,0
902,Doduo,,84,♀,186,39,10,11,12,73.3,6.0,6.0,Peck,Brave Bird,,"2020-03-28 19:35","2020-03-28 19:35",2/20/2020,33.5kg,1.17m,0,0,0,600,57.26%,1751,95.08%,58400,112,Dodrio,,0,89.08%,448,93.19%,266400,344,Dodrio,,0
903,Shelgon,,372,♀,1135,105,12,14,14,88.9,20.0,20.0,Ember,Dragon Pulse,,"2020-03-28 19:35","2020-03-28 19:35",2/20/2020,77.13kg,0.92m,0,0,5,2500,40.15%,2452,94.25%,39000,34,Shelgon,,0,69.62%,1245,96.56%,20500,119,Salamence,,0
904,Darumaka,,554,♂,799,108,13,14,10,82.2,20.0,20.0,Fire Fang,Fire Punch,,"2020-03-28 19:34","2020-03-28 19:34",2/24/2020,39.74kg,0.56m,0,0,0,2500,97.12%,119,95.17%,225000,248,Darumaka,Normal,0,51.33%,1994,96.04%,60500,104,Darmanitan,Normal,0
905,Rhyhorn,,111,♂,1134,130,15,11,5,68.9,25.0,25.0,Rock Smash,Stomp,,"2020-03-28 19:34","2020-03-28 19:34",2/27/2020,131.35kg,1.05m,0,0,1,4000,42.95%,2337,93.22%,122000,122,Rhyhorn,,0,7.62%,3784,93.56%,25000,47,Rhydon,,0
906,Phanpy,,231,♀,575,121,10,11,8,64.4,18.0,18.0,Rock Smash,Rock Slide,,"2020-03-28 19:32","2020-03-28 19:32",3/1/2020,42.44kg,0.53m,0,0,2,2200,34.68%,2676,94.55%,0,50,Donphan,,0,30.79%,2835,95.25%,89400,128,Donphan,,0
907,Sableye,,302,♂,608,76,11,15,11,82.2,15.0,15.0,Shadow Claw,Foul Play,,"2020-03-28 19:31","2020-03-28 19:31",3/1/2020,13.77kg,0.58m,0,0,1,1900,95.97%,166,94.19%,246400,268,Sableye,,0,95.97%,166,94.19%,246400,268,Sableye,,0
908,Larvitar,,246,♀,213,51,12,10,1,51.1,8.0,8.0,Bite,Crunch,,"2020-03-28 19:30","2020-03-28 19:30",3/2/2020,78.99kg,0.57m,0,0,1,800,21.27%,3225,93.76%,161600,181,Pupitar,,0,39.63%,2473,95.40%,62600,189,Tyranitar,,0
909,Minun,,312,♀,806,90,15,14,9,84.4,17.0,17.0,Quick Attack,Discharge,,"2020-03-28 19:29","2020-03-28 19:29",3/3/2020,3.73kg,0.38m,0,0,0,2200,29.43%,2891,93.11%,122800,110,Minun,,0,97.61%,99,95.69%,238800,260,Minun,,0
910,Sneasel,,215,♀,950,88,8,12,14,75.6,17.0,17.0,Feint Attack,Foul Play,,"2020-03-28 19:27","2020-03-28 19:27",3/6/2020,25.7kg,0.83m,0,0,2,2200,,,,,,,,,90.70%,382,97.55%,93800,182,Weavile,,0
911,Sneasel,,215,♀,1254,100,5,12,11,62.2,23.0,23.0,Ice Shard,Ice Punch,,"2020-03-28 19:27","2020-03-28 19:27",3/7/2020,32.03kg,0.92m,0,0,1,3500,93.46%,269,97.52%,34500,30,Sneasel,,0,,,,,,,,
912,Trubbish,,568,♂,544,91,5,7,9,46.7,22.0,22.0,Take Down,Gunk Shot,,"2020-03-28 19:27","2020-03-28 19:27",3/7/2020,18.33kg,0.54m,0,0,2,3000,88.79%,460,97.06%,16500,65,Garbodor,,0,44.35%,2280,87.86%,214000,288,Garbodor,,0
913,Stunky,,434,♀,727,114,10,6,15,68.9,24.0,24.0,Bite,Sludge Bomb,,"2020-03-28 19:27","2020-03-28 19:27",3/8/2020,21.27kg,0.4m,0,0,1,3500,76.95%,945,88.07%,201000,226,Stunky,,0,75.75%,994,91.52%,201000,276,Skuntank,,0
914,Snover,,459,♂,646,99,13,15,12,88.9,20.0,20.0,Powder Snow,Energy Ball,,"2020-03-28 19:27","2020-03-28 19:27",3/8/2020,37.7kg,0.91m,0,0,1,2500,64.52%,1454,95.74%,14000,63,Abomasnow,,0,99.37%,27,97.83%,225000,298,Abomasnow,,0
915,Sudowoodo,,185,♀,1203,114,8,4,15,60.0,21.0,21.0,Rock Throw,Stone Edge,,"2020-03-28 19:27","2020-03-28 19:27",3/8/2020,32.34kg,1.24m,0,0,0,3000,66.01%,1393,95.60%,34000,30,Sudowoodo,,0,69.47%,1251,90.62%,220000,244,Sudowoodo,,0
916,Ditto,,132,,473,91,6,15,12,73.3,22.0,22.0,Transform,Struggle,,"2020-03-28 19:26","2020-03-28 19:26",3/9/2020,4.47kg,0.32m,0,0,0,3000,89.01%,451,89.95%,214000,238,Ditto,,0,89.01%,451,89.95%,214000,238,Ditto,,0
917,Qwilfish,,211,♂,369,60,4,11,11,57.8,7.0,7.0,Poison Sting,Acid Spray,,"2020-03-28 19:26","2020-03-28 19:26",3/9/2020,7.07kg,0.66m,0,0,0,800,79.17%,854,96.49%,91700,90,Qwilfish,,0,70.31%,1217,90.03%,265200,292,Qwilfish,,0
