Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
Joltik,,595,?,741,104,10,11,14,77.8,27,27,,,,2020-51-27 16:51,2020-51-27 16:51,4/25/2020,,,0,0,1,0,93.14%,282,91.83%,178000,206,Joltik,,0,92.75%,298,94.31%,178000,256,Galvantula,,0
Galvantula,,596,?,1468,119,14,11,11,80,24,24,Volt Switch,Bug Buzz,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,3,0,75.60%,1000,95.93%,3500,3,Galvantula,,0,94.26%,236,94.78%,201000,226,Galvantula,,0
Galvantula,,596,?,1842,136,10,15,14,86.7,30,30,Volt Switch,Bug Buzz,,2020-58-28 14:58,2020-58-28 14:58,4/22/2020,16.33kg,0.85m,0,0,0,5000,,,,,,,,,98.56%,60,97.02%,150000,182,Galvantula,,0
Ferroseed,,597,?,523,82,14,14,11,86.7,20,20,,,,2020-55-17 12:55,2020-55-17 12:55,5/17/2020,,,0,0,1,0,55.68%,1816,95.07%,17000,66,Ferrothorn,,0,98.58%,59,97.06%,225000,298,Ferrothorn,,0
Ferrothorn,,598,?,971,98,13,13,12,84.4,15,15,Metal Claw,Thunder,,2020-59-28 14:59,2020-59-28 14:59,3/22/2020,128.49kg,1.11m,0,0,1,1900,52.04%,1965,94.90%,38400,36,Ferrothorn,,0,97.00%,124,96.09%,246400,268,Ferrothorn,,0
Klink,,599,,512,80,10,10,15,77.8,20,20,,,,9/19/2020 12:09,9/19/2020 12:09,5/19/2020,,,0,0,5,0,76.26%,973,95.99%,2500,127,Klinklang,,0,,,,,,,,
Klink,,599,,511,78,11,10,12,73.3,20,20,,,,2020-32-09 04:32,2020-32-09 04:32,5/8/2020,,,0,0,2,0,66.79%,1361,95.51%,2500,127,Klinklang,,0,,,,,,,,
Klink,,599,,511,77,11,12,10,73.3,20,20,,,,2020-46-01 12:46,2020-46-01 12:46,4/29/2020,,,0,0,2,0,44.74%,2264,94.45%,2500,127,Klinklang,,0,,,,,,,,
Klang,,600,,890,93,15,12,15,93.3,17,17,Charge Beam,Thunderbolt,,2/25/2020 23:02,2/25/2020 23:02,1/28/2020,45.66kg,0.56m,0,0,1,2200,73.09%,1103,95.80%,13800,112,Klinklang,,0,,,,,,,,
Litwick,,607,?,549,90,10,14,15,86.7,20,20,Ember,Heat Wave,,8/28/2020 19:08,8/28/2020 19:08,3/21/2020,3.21kg,0.28m,0,0,0,2500,76.46%,965,96.55%,109000,123,Lampent,,0,83.61%,672,96.91%,47000,167,Chandelure,,0
Cubchoo,,613,?,528,92,12,4,13,64.4,19,19,Powder Snow,Play Rough,,2020-46-28 19:46,2020-46-28 19:46,1/14/2020,6.2kg,0.46m,0,0,0,2500,62.39%,1541,84.45%,230000,252,Cubchoo,,0,48.50%,2110,96.06%,85000,124,Beartic,,0
Shelmet,,616,?,484,95,6,14,12,71.1,23,23,,,,2020-37-04 18:37,2020-37-04 18:37,4/30/2020,,,0,0,2,0,75.43%,1007,86.85%,208000,232,Shelmet,,0,90.99%,370,93.69%,208000,432,Accelgor,,0
Shelmet,,616,?,210,59,10,6,5,46.7,10,10,,,,2020-46-01 12:46,2020-46-01 12:46,4/30/2020,,,0,0,1,0,13.46%,3545,93.05%,52000,254,Accelgor,,0,42.03%,2375,86.84%,260000,486,Accelgor,,0
Accelgor,,617,?,857,96,5,15,10,66.7,13,13,Infestation,Acid Spray,,2020-50-01 12:50,2020-50-01 12:50,1/23/2020,35.74kg,0.96m,0,0,0,1600,87.94%,495,96.95%,41800,41,Accelgor,,0,89.69%,423,93.38%,252800,276,Accelgor,,0
Accelgor,,617,?,1598,134,6,5,11,48.9,25,25,Acid,Bug Buzz,,2020-46-01 12:46,2020-46-01 12:46,4/27/2020,,,0,0,0,0,,,,,,,,,42.15%,2370,86.85%,194000,220,Accelgor,,0
Stunfisk,,618,?,26,23,1,0,9,22.2,1,1,Mud Shot,Muddy Water,,2020-51-06 12:51,2020-51-06 12:51,4/6/2020,13.03kg,0.78m,0,0,0,200,88.18%,485,97.03%,101000,106,Stunfisk,,0,3.22%,3964,81.75%,270000,304,Stunfisk,,0
Heatmor,,631,?,1343,125,14,13,12,86.7,20,20,Fire Spin,Thunder Punch,,2020-24-01 19:24,2020-24-01 19:24,5/1/2020,,,0,0,1,0,34.04%,2702,94.33%,11000,10,Heatmor,,0,97.83%,90,96.41%,225000,248,Heatmor,,0
Heatmor,,631,?,1318,124,11,13,10,75.6,20,20,Lick,Flamethrower,,2020-54-26 07:54,2020-54-26 07:54,3/29/2020,48.98kg,1.26m,0,0,0,2500,52.21%,1958,95.15%,14000,13,Heatmor,,0,93.28%,276,94.50%,225000,248,Heatmor,,0
Heatmor,,631,?,1349,126,13,15,13,91.1,20,20,Fire Spin,Power-Up Punch,,5/28/2020 19:05,5/28/2020 19:05,3/24/2020,42.88kg,1.33m,0,0,0,2500,69.08%,1267,95.95%,11000,10,Heatmor,,0,99.41%,25,97.91%,225000,248,Heatmor,,0
