Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
1942,Totodile,,158,♂,833,100,5,10,0,33.3,30.0,30.0,,,,"2020-05-09 04:30","2020-05-08 19:19",5/8/2020,,,0,0,1,0,,,,,,,,,47.86%,2136,96.06%,94000,229,Feraligatr,,0,,,,,,,,,U
1943,Shinx,,403,♀,370,71,15,15,11,91.1,15.0,15.0,,,,"2020-05-09 04:30","2020-05-08 18:30",5/8/2020,8.03kg,0.38m,0,0,1,1900,99.63%,16,97.76%,246400,293,Luxio,,0,56.04%,1801,96.14%,106400,219,Luxray,,0,52.92%,1929,92.48%,21400,20,Shinx,,0,
1944,Venusaur,,3,♂,1495,120,11,10,12,73.3,20.0,20.0,Razor Leaf,Sludge Bomb,,"2020-05-08 22:30","2020-04-25 23:02",4/6/2020,,,0,0,5,0,73.65%,1080,96.14%,0,0,Venusaur,Normal,0,,,,,,,,,,,,,,,,,G
1945,Geodude,Normal,74,♀,756,80,12,8,8,62.2,22.0,22.0,,,,"2020-05-07 20:56","2020-05-07 20:56",5/5/2020,,,0,0,2,0,12.38%,3589,92.67%,54000,73,Graveler,Normal,0,32.19%,2778,95.26%,86000,201,Golem,Normal,0,,,,,,,,,
1946,Geodude,Normal,74,♀,968,95,9,8,15,71.1,28.0,28.0,,,,"2020-05-07 20:52","2020-05-07 20:52",5/7/2020,,,0,0,2,0,,,,,,,,,45.23%,2244,95.76%,35000,155,Golem,Normal,0,,,,,,,,,U
1947,Geodude,Normal,74,♀,591,72,11,9,12,71.1,17.0,17.0,,,,"2020-05-07 20:38","2020-05-07 20:38",5/6/2020,,,0,0,1,0,86.30%,562,97.05%,6600,131,Golem,Normal,0,46.59%,2188,95.82%,104800,217,Golem,Normal,0,,,,,,,,,
1948,Geodude,Normal,74,♂,853,86,13,3,9,55.6,25.0,25.0,,,,"2020-05-07 20:36","2020-05-07 20:36",5/6/2020,,,0,0,1,0,27.81%,2957,93.73%,39000,59,Graveler,Normal,0,20.24%,3267,94.76%,72000,189,Golem,Normal,0,,,,,,,,,
1949,Geodude,Normal,74,♀,1133,99,15,4,10,64.4,35.0,35.0,,,,"2020-05-07 20:28","2020-05-07 20:28",5/7/2020,,,0,0,1,0,77.44%,925,89.03%,88000,118,Geodude,Normal,0,79.41%,844,90.90%,88000,143,Graveler,Normal,0,,,,,,,,,
1950,Geodude,Normal,74,♂,801,81,7,14,4,55.6,24.0,24.0,,,,"2020-05-07 20:28","2020-05-07 20:28",5/7/2020,,,0,0,1,0,61.98%,1558,95.52%,51000,69,Graveler,Normal,0,53.21%,1917,96.06%,85000,201,Golem,Normal,0,,,,,,,,,
1951,Spearow,,21,♂,573,91,13,13,14,88.9,26.0,26.0,,,,"2020-05-07 20:07","2020-05-07 20:07",5/7/2020,,,1,0,2,0,43.52%,2314,94.38%,2000,54,Fearow,,0,98.66%,56,96.95%,93000,264,Fearow,,0,,,,,,,,,
1952,Fearow,,22,♂,1497,120,13,13,11,82.2,27.0,27.0,Steel Wing,Sky Attack,,"2020-05-07 20:01","2020-05-07 20:01",5/2/2020,,,0,0,5,0,64.81%,1442,95.36%,0,0,Fearow,,0,,,,,,,,,,,,,,,,,G
1953,Paras,,46,♀,794,92,7,5,14,57.8,31.0,31.0,,,,"2020-05-07 18:57","2020-05-07 18:57",5/7/2020,,,0,0,2,0,65.42%,1417,95.86%,0,50,Parasect,,0,65.40%,1418,88.95%,140000,224,Parasect,,0,,,,,,,,,
1954,Shinx,,403,♂,459,83,10,10,11,68.9,20.0,20.0,,,,"2020-05-07 17:50","2020-05-07 17:50",5/7/2020,,,0,0,1,0,84.81%,623,90.64%,225000,273,Luxio,,0,44.00%,2294,95.72%,109000,223,Luxray,,0,58.12%,1716,92.84%,8000,7,Shinx,,0,
1955,Oddish,,43,♂,699,83,12,4,6,48.9,22.0,22.0,,,,"2020-05-07 16:54","2020-05-07 16:30",5/7/2020,,,0,0,1,0,22.52%,3174,93.79%,16500,140,Bellossom,,0,42.86%,2341,90.53%,214000,363,Vileplume,,0,,,,,,,,,
1956,Vulpix,Normal,37,♂,518,82,6,11,12,64.4,23.0,23.0,,,,"2020-05-07 16:54","2020-05-07 16:54",5/7/2020,,,0,0,2,0,80.49%,800,96.39%,10500,59,Ninetales,Normal,0,,,,,,,,,,,,,,,,,G
1957,Exeggcute,,102,♂,874,117,9,12,11,71.1,28.0,28.0,,,,"2020-05-07 16:54","2020-05-07 16:54",5/7/2020,,,0,0,1,0,87.55%,511,90.96%,169000,198,Exeggcute,,0,76.53%,962,96.96%,24000,70,Exeggutor,Normal,0,,,,,,,,,
1958,Charmander,,4,♂,827,97,11,13,13,82.2,32.0,32.0,,,,"2020-05-07 16:54","2020-05-07 16:54",5/7/2020,,,0,0,5,0,,,,,,,,,74.68%,1038,96.82%,0,125,Charizard,Normal,0,,,,,,,,,U
1959,Pinsir,,127,♀,2346,125,14,4,11,64.4,29.0,29.0,Rock Smash,X-Scissor,,"2020-05-07 15:35","2020-05-07 15:35",5/2/2020,,,0,0,0,0,,,,,,,,,11.31%,3633,94.40%,26000,22,Pinsir,,0,,,,,,,,,
1960,Mewtwo,Normal,150,,1741,117,10,12,13,77.8,15.0,15.0,Psycho Cut,Psystrike,,"2020-05-07 14:42","2020-05-07 14:42",5/7/2020,,,0,0,1,0,,,,,,,,,92.19%,321,97.72%,29400,27,Mewtwo,Normal,0,,,,,,,,,
1961,Grimer,Normal,88,♂,719,116,8,12,5,55.6,20.0,20.0,,,,"2020-05-07 14:41","2020-05-07 14:41",4/26/2020,,,0,0,2,0,51.48%,1988,95.34%,0,50,Muk,Normal,0,,,,,,,,,,,,,,,,,G
1962,Charmeleon,,5,♂,834,94,8,9,12,64.4,19.0,19.0,,,,"2020-05-07 14:41","2020-05-07 14:41",5/1/2020,,,0,0,2,0,77.17%,936,96.04%,0,100,Charizard,Normal,0,,,,,,,,,,,,,,,,,G
1963,Luxio,,404,♂,794,101,11,6,15,71.1,20.0,20.0,,,,"2020-05-07 14:40","2020-05-07 14:40",4/9/2020,,,0,0,0,0,80.22%,811,89.71%,225000,248,Luxio,,0,42.98%,2336,95.67%,109000,198,Luxray,,0,,,,,,,,,
1964,Chimchar,,390,♂,507,80,10,13,8,68.9,20.0,20.0,,,,"2020-05-07 14:40","2020-05-07 14:40",4/20/2020,,,0,0,1,0,27.47%,2971,93.77%,0,125,Infernape,,0,,,,,,,,,,,,,,,,,G
1965,Kabuto,,140,♂,744,66,12,13,9,75.6,20.0,20.0,,,,"2020-05-07 14:39","2020-05-07 14:39",4/6/2020,,,0,0,2,0,66.23%,1384,95.97%,0,50,Kabutops,,0,61.42%,1581,95.80%,161000,210,Kabutops,,0,,,,,,,,,
1966,Chansey,,113,♀,843,351,4,12,10,57.8,28.0,28.0,,,,"2020-05-07 10:37","2020-05-07 10:37",5/7/2020,,,0,0,0,0,43.83%,2301,82.70%,169000,198,Chansey,,0,96.90%,128,98.46%,159000,233,Blissey,,0,,,,,,,,,
1967,Gible,,443,♂,606,96,12,13,10,77.8,20.0,20.0,,,,"2020-05-06 22:03","2020-05-06 22:03",5/6/2020,,,0,0,1,0,56.04%,1801,95.06%,65000,83,Gabite,,0,60.05%,1637,95.99%,14000,138,Garchomp,,0,,,,,,,,,
1968,Oddish,,43,♂,1014,101,12,8,9,64.4,32.0,32.0,,,,"2020-05-06 22:03","2020-05-06 22:03",5/6/2020,,,0,0,1,0,36.04%,2620,93.65%,56000,89,Gloom,,0,78.97%,862,94.54%,128000,287,Vileplume,,0,,,,,,,,,
1969,Shellder,,90,♂,873,85,10,6,14,66.7,31.0,31.0,,,,"2020-05-06 17:46","2020-05-06 17:46",5/6/2020,,,0,0,1,0,84.30%,644,89.39%,140000,174,Shellder,,0,88.16%,486,95.39%,140000,224,Cloyster,,0,,,,,,,,,
1970,Abra,,63,♂,996,68,15,11,4,66.7,28.0,28.0,,,,"2020-05-05 19:52","2020-05-05 19:52",5/5/2020,,,0,0,1,0,69.47%,1251,85.72%,169000,198,Abra,,0,0.17%,4089,92.64%,14000,137,Alakazam,,0,,,,,,,,,
1971,Bellsprout,,69,♀,485,85,0,1,3,8.9,21.0,21.0,,,,"2020-05-05 19:52","2020-05-05 19:52",5/5/2020,,,0,0,1,0,68.50%,1291,95.83%,26000,149,Victreebel,,0,0.68%,4068,79.32%,220000,369,Victreebel,,0,48.03%,2129,92.31%,3000,3,Bellsprout,,0,
1972,Shellder,,90,♀,590,67,10,8,8,57.8,21.0,21.0,,,,"2020-05-05 19:52","2020-05-05 18:50",5/5/2020,,,0,0,2,0,13.09%,3560,92.58%,3000,53,Cloyster,,0,65.10%,1430,92.08%,220000,294,Cloyster,,0,,,,,,,,,
1973,Geodude,Normal,74,♀,765,80,6,14,5,55.6,23.0,23.0,,,,"2020-05-05 19:00","2020-05-05 19:00",5/5/2020,,,0,0,1,0,67.50%,1332,95.83%,58000,75,Graveler,Normal,0,77.61%,918,97.04%,99000,215,Golem,Normal,0,,,,,,,,,
1974,Geodude,Normal,74,♂,878,83,15,3,3,46.7,26.0,26.0,,,,"2020-05-05 16:54","2020-05-05 16:54",5/5/2020,,,0,0,2,0,2.08%,4011,91.40%,31000,53,Graveler,Normal,0,0.83%,4062,93.02%,64000,183,Golem,Normal,0,,,,,,,,,
1975,Geodude,Normal,74,♂,927,95,5,4,15,53.3,28.0,28.0,,,,"2020-05-05 16:51","2020-05-05 16:51",5/5/2020,,,0,0,2,0,89.11%,447,97.26%,24000,45,Graveler,Normal,0,78.75%,871,97.08%,60000,181,Golem,Normal,0,,,,,,,,,
1976,Geodude,Normal,74,♂,1112,98,14,5,10,64.4,34.0,34.0,,,,"2020-05-05 16:47","2020-05-05 16:47",5/5/2020,,,0,0,1,0,77.73%,913,89.07%,102000,134,Geodude,Normal,0,79.46%,842,90.93%,102000,159,Graveler,Normal,0,,,,,,,,,
1977,Alomomola,,594,♀,1203,209,12,13,13,84.4,20.0,20.0,Hidden Power,Psychic,,"2020-05-05 14:05","2020-05-05 14:05",5/5/2020,,,0,0,1,0,28.60%,2925,93.26%,27500,25,Alomomola,,0,96.90%,128,96.35%,225000,248,Alomomola,,0,,,,,,,,,
1978,Arcanine,,59,♀,1282,113,13,15,13,91.1,15.0,15.0,Fire Fang,Crunch,,"2020-05-05 13:50","2020-05-05 13:50",5/5/2020,,,0,0,0,0,81.90%,742,96.61%,9800,10,Arcanine,,0,50.77%,2017,96.06%,86400,78,Arcanine,,0,,,,,,,,,
1979,Magikarp,,129,♀,105,50,12,10,12,75.6,15.0,15.0,,,,"2020-05-05 13:35","2020-05-05 13:35",5/5/2020,,,0,0,1,0,7.47%,3790,92.08%,1900,402,Gyarados,Normal,0,,,,,,,,,,,,,,,,,G
1980,Abra,,63,♀,972,72,7,13,12,71.1,27.0,27.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,1,0,90.43%,393,90.88%,178000,206,Abra,,0,56.83%,1769,96.11%,23000,145,Alakazam,,0,,,,,,,,,
1981,Magnemite,,81,,684,59,1,14,6,46.7,20.0,20.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,1,0,89.30%,439,96.80%,17000,41,Magneton,,0,,,,,,,,,,,,,,,,,G
1982,Eevee,,133,♂,770,104,11,15,4,66.7,27.0,27.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,1,0,84.84%,622,89.79%,178000,206,Eevee,,0,53.33%,1912,96.11%,33000,53,Flareon,,0,,,,,,,,,
1983,Chansey,,113,♀,728,316,7,14,7,62.2,23.0,23.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,0,0,67.23%,1343,87.36%,208000,232,Chansey,,0,81.90%,742,96.88%,161000,216,Blissey,,0,,,,,,,,,
1984,Eevee,,133,♀,825,111,14,10,12,80.0,28.0,28.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,0,0,95.26%,195,93.06%,169000,198,Eevee,,0,53.41%,1909,95.66%,41000,61,Jolteon,,0,,,,,,,,,
1985,Golbat,,42,♂,1090,115,1,9,4,31.1,22.0,22.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,5,0,83.96%,658,96.59%,0,100,Crobat,,0,,,,,,,,,,,,,,,,,G
1986,Eevee,,133,♂,751,111,5,14,14,73.3,27.0,27.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,1,0,,,,,,,,,91.60%,345,97.70%,13500,37,Espeon,,0,,,,,,,,,U
1987,Rhyhorn,,111,♂,1084,132,10,14,12,80.0,24.0,24.0,Mud-Slap,Bulldoze,,"2020-05-05 13:33","2020-05-05 13:33",5/5/2020,130.55kg,0.97m,0,0,5,3500,,,,,,,,,88.42%,475,97.16%,0,125,Rhyperior,,0,,,,,,,,,U
1988,Wigglytuff,,40,♀,1312,199,15,9,4,62.2,25.0,25.0,Feint Attack,Ice Beam,,"2020-05-05 13:33","2020-05-05 13:33",5/5/2020,,,0,0,1,0,24.47%,3094,93.36%,29500,26,Wigglytuff,,0,79.29%,849,91.19%,194000,220,Wigglytuff,,0,,,,,,,,,
1989,Eevee,,133,♂,830,110,15,11,10,80.0,28.0,28.0,,,,"2020-05-05 13:33","2020-05-05 13:33",5/5/2020,,,0,0,0,0,96.63%,139,93.85%,169000,198,Eevee,,0,38.88%,2504,95.28%,4500,29,Glaceon,,0,,,,,,,,,
1990,Eevee,,133,♂,867,114,14,13,13,88.9,29.0,29.0,,,,"2020-05-05 13:32","2020-05-05 13:32",5/5/2020,,,0,0,0,0,98.90%,46,96.08%,160000,190,Eevee,,0,72.06%,1145,96.37%,26000,47,Jolteon,,0,,,,,,,,,
1991,Eevee,,133,♂,724,106,7,5,8,44.4,27.0,27.0,,,,"2020-05-05 13:32","2020-05-05 13:32",5/5/2020,6.77kg,0.27m,0,0,1,4500,36.97%,2582,81.98%,178000,206,Eevee,,0,56.43%,1785,96.16%,44000,63,Sylveon,,0,,,,,,,,,
1992,Nidoran♂,,32,♂,399,82,1,11,12,53.3,19.0,19.0,,,,"2020-05-05 11:50","2020-05-05 11:50",5/5/2020,,,0,0,1,0,93.60%,263,97.19%,16000,139,Nidoking,,0,61.90%,1561,92.83%,230000,377,Nidoking,,0,91.48%,350,96.51%,25500,23,Nidoran♂,,0,
1993,Hitmonchan,,107,♂,964,76,12,13,10,77.8,15.0,15.0,Counter,Ice Punch,,"2020-05-04 20:01","2020-05-04 20:01",5/4/2020,,,0,0,4,0,41.86%,2382,94.63%,38400,36,Hitmonchan,,0,93.48%,268,94.37%,246400,268,Hitmonchan,,0,,,,,,,,,
1994,Geodude,Normal,74,♀,876,89,8,7,11,57.8,26.0,26.0,,,,"2020-05-04 18:59","2020-05-04 18:59",5/4/2020,,,0,0,2,0,34.80%,2671,94.09%,31000,53,Graveler,Normal,0,65.57%,1411,96.53%,70000,189,Golem,Normal,0,,,,,,,,,
1995,Spearow,,21,♂,581,85,11,14,1,57.8,28.0,28.0,,,,"2020-05-04 18:59","2020-05-04 18:59",5/4/2020,,,0,0,2,0,45.01%,2253,94.45%,0,50,Fearow,,0,68.62%,1286,89.66%,169000,248,Fearow,,0,,,,,,,,,
1996,Aerodactyl,,142,♂,1557,119,13,15,10,84.4,20.0,20.0,Steel Wing,Earth Power,,"2020-05-04 18:39","2020-05-04 18:39",5/4/2020,,,0,0,1,0,,,,,,,,,65.79%,1402,96.45%,123000,114,Aerodactyl,Normal,0,,,,,,,,,
1997,Lapras,,131,♀,1096,149,13,10,11,75.6,15.0,15.0,Frost Breath,Hydro Pump,,"2020-05-04 18:39","2020-05-04 18:39",5/4/2020,,,0,0,1,0,64.37%,1460,96.10%,23900,22,Lapras,,0,75.07%,1022,96.30%,208400,214,Lapras,,0,,,,,,,,,
1998,Geodude,Normal,74,,626,74,15,14,15,97.8,17.0,17.0,,,,"2020-05-04 18:37","2020-05-04 12:28",5/3/2020,,,1,0,5,0,27.89%,2954,94.07%,1100,127,Golem,Normal,0,,,,,,,,,,,,,,,,,G
1999,Geodude,Normal,74,♂,755,78,14,6,6,57.8,22.0,22.0,,,,"2020-05-04 18:36","2020-05-04 12:25",5/4/2020,,,0,0,2,0,4.13%,3927,91.80%,54000,73,Graveler,Normal,0,6.06%,3848,93.89%,86000,201,Golem,Normal,0,,,,,,,,,
2000,Chansey,,113,♀,515,258,13,11,13,82.2,15.0,15.0,,,,"2020-05-04 11:33","2020-05-04 11:33",5/4/2020,,,0,0,4,0,52.19%,1959,94.82%,18900,68,Blissey,,0,48.35%,2116,95.08%,158400,200,Blissey,,0,,,,,,,,,
2001,Charmander,,4,♂,461,72,0,9,4,28.9,20.0,20.0,,,,"2020-05-04 01:07","2020-05-04 01:07",5/3/2020,,,0,0,2,0,74.38%,1050,95.90%,0,125,Charizard,Normal,0,,,,,,,,,,,,,,,,,G
2002,Zubat,,41,♀,358,79,7,14,10,68.9,21.0,21.0,,,,"2020-05-03 20:28","2020-05-03 20:23",5/3/2020,10.55kg,0.95m,0,0,1,3000,76.48%,964,95.88%,51000,71,Golbat,,0,,,,,,,,,,,,,,,,,G
2003,Pinsir,,127,♀,1487,100,6,6,9,46.7,19.0,19.0,Fury Cutter,Superpower,,"2020-05-03 20:27","2020-05-03 20:24",5/3/2020,70.65kg,1.72m,0,0,5,2500,76.85%,949,95.96%,0,0,Pinsir,,0,52.77%,1935,96.14%,121000,110,Pinsir,,0,,,,,,,,,
2004,Pinsir,,127,♀,2523,128,11,7,9,60.0,33.0,33.0,Bug Bite,Vise Grip,,"2020-05-03 20:25","2020-05-03 20:25",5/3/2020,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Bellsprout,,69,♀,535,87,10,8,10,62.2,20.0,20.0,,,,"2020-05-03 20:24","2020-05-03 20:24",5/3/2020,,,0,0,1,0,77.58%,919,94.96%,225000,273,Weepinbell,,0,74.14%,1060,90.89%,225000,373,Victreebel,,0,,,,,,,,,
2006,Eevee,,133,♂,841,112,15,12,13,88.9,28.0,28.0,,,,"2020-05-03 20:24","2020-05-03 20:24",5/3/2020,,,0,0,0,0,,,,,,,,,27.79%,2958,94.80%,0,25,Glaceon,,0,,,,,,,,,U
2007,Chansey,,113,♀,815,354,2,10,15,60.0,28.0,28.0,,,,"2020-05-03 20:22","2020-05-03 20:22",5/3/2020,,,0,0,0,0,29.06%,2906,79.78%,169000,198,Chansey,,0,92.48%,309,97.81%,169000,248,Blissey,,0,,,,,,,,,
2008,Mankey,,56,♂,696,80,14,5,6,55.6,23.0,23.0,,,,"2020-05-03 20:22","2020-05-03 20:22",5/3/2020,,,0,0,1,0,1.68%,4027,91.46%,7000,56,Primeape,,0,53.53%,1904,88.39%,208000,282,Primeape,,0,,,,,,,,,
2009,Geodude,Normal,74,♀,725,80,11,8,11,66.7,21.0,21.0,,,,"2020-05-03 12:55","2020-05-03 12:55",5/1/2020,,,0,0,2,0,30.01%,2867,93.82%,60000,79,Graveler,Normal,0,54.99%,1844,96.13%,92000,207,Golem,Normal,0,,,,,,,,,
2010,Oddish,,43,♂,603,80,7,0,6,28.9,20.0,20.0,,,,"2020-05-03 09:51","2020-05-03 09:51",5/3/2020,,,0,0,1,0,50.84%,2014,95.19%,35000,156,Bellossom,,0,10.13%,3681,86.35%,225000,373,Vileplume,,0,,,,,,,,,
2011,Mankey,,56,♂,767,88,12,5,13,66.7,25.0,25.0,,,,"2020-05-02 23:09","2020-05-02 23:09",5/2/2020,,,0,0,1,0,74.53%,1044,87.21%,194000,220,Mankey,,0,78.97%,862,91.54%,194000,270,Primeape,,0,,,,,,,,,
2012,Pinsir,,127,♀,2131,118,6,0,5,24.4,28.0,28.0,Rock Smash,Vise Grip,,"2020-05-02 23:08","2020-05-02 23:08",5/2/2020,,,0,0,0,0,,,,,,,,,28.60%,2925,95.25%,89000,90,Pinsir,,0,,,,,,,,,
2013,Growlithe,,58,♂,530,83,15,14,15,97.8,15.0,15.0,,,,"2020-05-02 23:08","2020-05-02 23:08",5/2/2020,,,0,0,2,0,30.82%,2834,94.11%,7600,58,Arcanine,,0,17.19%,3392,94.67%,81900,124,Arcanine,,0,,,,,,,,,
2014,Psyduck,,54,♀,574,86,15,1,7,51.1,20.0,20.0,,,,"2020-05-02 23:07","2020-05-02 23:07",5/2/2020,,,0,0,0,0,2.32%,4001,91.93%,14000,63,Golduck,,0,45.49%,2233,88.11%,225000,298,Golduck,,0,,,,,,,,,
2015,Grimer,Normal,88,♀,764,120,12,15,12,86.7,20.0,20.0,,,,"2020-05-02 23:07","2020-05-02 23:07",5/2/2020,,,0,0,1,0,98.63%,57,96.19%,225000,248,Grimer,Normal,0,57.97%,1722,95.96%,130000,172,Muk,Normal,0,,,,,,,,,
2016,Shellder,,90,♀,844,80,9,4,6,42.2,32.0,32.0,,,,"2020-05-02 23:07","2020-05-02 23:07",5/2/2020,,,0,0,1,0,37.09%,2577,81.65%,128000,162,Shellder,,0,40.39%,2442,89.43%,128000,212,Cloyster,,0,,,,,,,,,
2017,Bulbasaur,,1,♂,949,100,12,15,6,73.3,33.0,33.0,Tackle,Seed Bomb,,"2020-05-02 23:05","2020-05-02 23:05",5/2/2020,,,0,0,1,0,58.34%,1707,95.15%,21000,49,Ivysaur,,0,51.65%,1981,95.35%,52000,187,Venusaur,Normal,0,,,,,,,,,
2018,Shellder,,90,♀,592,68,14,8,13,77.8,20.0,20.0,,,,"2020-05-02 23:04","2020-05-02 23:04",5/2/2020,,,0,0,2,0,44.54%,2272,94.34%,5000,54,Cloyster,,0,,,,,,,,,,,,,,,,,G
2019,Chansey,,113,♀,923,344,14,7,10,68.9,27.0,27.0,Pound,Hyper Beam,,"2020-05-02 22:57","2020-05-02 22:57",5/2/2020,,,0,0,0,0,88.08%,489,92.21%,178000,206,Chansey,,0,26.69%,3003,94.09%,98000,148,Blissey,,0,,,,,,,,,
2020,Electabuzz,,125,♀,1081,95,0,14,5,42.2,18.0,18.0,Low Kick,Thunder Punch,,"2020-05-02 22:57","2020-05-02 22:57",5/2/2020,,,0,0,0,0,94.68%,219,97.21%,2200,102,Electivire,,0,,,,,,,,,,,,,,,,,G
2021,Snorlax,,143,♂,1330,176,10,12,11,73.3,15.0,15.0,Lick,Earthquake,,"2020-05-02 11:56","2020-05-02 11:56",5/2/2020,,,0,0,3,0,28.18%,2942,93.58%,5700,6,Snorlax,,0,,,,,,,,,,,,,,,,,G
2022,Pinsir,,127,♀,2090,116,15,14,12,91.1,25.0,25.0,Fury Cutter,Superpower,,"2020-05-02 11:56","2020-05-02 11:55",5/2/2020,,,0,0,0,0,,,,,,,,,10.21%,3678,94.32%,39000,34,Pinsir,,0,,,,,,,,,
2023,Mankey,,56,♂,754,82,7,14,4,55.6,25.0,25.0,,,,"2020-05-02 11:55","2020-05-02 11:55",5/2/2020,,,0,0,1,0,68.77%,1280,86.12%,194000,220,Mankey,,0,64.22%,1466,89.61%,194000,270,Primeape,,0,,,,,,,,,
2024,Nidoran♀,,29,♀,441,91,13,13,7,73.3,20.0,20.0,,,,"2020-05-02 11:54","2020-05-02 11:54",5/2/2020,,,0,0,1,0,20.88%,3241,93.49%,8000,132,Nidoqueen,,0,91.97%,330,94.56%,225000,373,Nidoqueen,,0,28.21%,2941,90.24%,14000,13,Nidoran♀,,0,
2025,Exeggutor,Alola,103,♀,1258,116,14,12,9,77.8,15.0,15.0,Bullet Seed,Solar Beam,,"2020-05-01 21:50","2020-05-01 21:50",4/17/2020,,,0,0,0,0,14.58%,3499,92.93%,9800,10,Exeggutor,Alola,0,,,,,,,,,,,,,,,,,G
2026,Cranidos,,408,♂,1235,112,13,14,2,64.4,25.0,25.0,Take Down,Ancient Power,,"2020-05-01 19:26","2020-04-30 21:34",4/30/2020,34.86kg,0.91m,0,0,1,4000,56.14%,1797,94.90%,49000,42,Cranidos,,0,60.68%,1611,95.71%,20500,68,Rampardos,,0,,,,,,,,,
2027,Trubbish,,568,♀,564,88,15,15,11,91.1,20.0,20.0,,,,"2020-05-01 19:26","2020-04-30 21:35",4/30/2020,,,0,0,1,0,58.78%,1689,95.32%,14000,63,Garbodor,,0,99.17%,35,97.53%,225000,298,Garbodor,,0,,,,,,,,,
2028,Eevee,,133,♂,901,112,15,7,4,57.8,33.0,33.0,,,,"2020-05-01 19:25","2020-05-01 12:45",5/1/2020,,,0,0,0,0,72.72%,1118,87.15%,116000,150,Eevee,,0,3.03%,3972,93.11%,7000,33,Jolteon,,0,,,,,,,,,
2029,Shellder,,90,♂,587,64,9,5,1,33.3,22.0,22.0,,,,"2020-05-01 19:25","2020-05-01 09:52",5/1/2020,,,0,0,2,0,21.61%,3211,93.15%,3000,53,Cloyster,,0,17.07%,3397,86.59%,214000,288,Cloyster,,0,,,,,,,,,
2030,Aron,,304,♀,878,100,4,15,10,64.4,26.0,26.0,,,,"2020-05-01 19:25","2020-05-01 10:06",5/1/2020,,,0,0,2,0,90.87%,375,96.96%,12500,37,Lairon,,0,87.30%,521,97.53%,58000,177,Aggron,,0,,,,,,,,,
2031,Exeggutor,Alola,103,♀,1265,119,10,15,15,88.9,15.0,15.0,Dragon Tail,Dragon Pulse,,"2020-05-01 19:25","2020-05-01 12:44",5/1/2020,,,0,0,0,0,76.09%,980,96.05%,9800,10,Exeggutor,Alola,0,,,,,,,,,,,,,,,,,G
2032,Heatmor,,631,♂,1343,125,14,13,12,86.7,20.0,20.0,Fire Spin,Thunder Punch,,"2020-05-01 19:24","2020-05-01 19:24",5/1/2020,,,0,0,1,0,34.04%,2702,94.33%,11000,10,Heatmor,,0,97.83%,90,96.41%,225000,248,Heatmor,,0,,,,,,,,,
2033,Zubat,,41,♂,297,76,4,4,12,44.4,19.0,19.0,,,,"2020-05-01 19:24","2020-05-01 17:00",5/1/2020,,,0,0,1,0,78.17%,895,96.24%,13000,136,Crobat,,0,,,,,,,,,,,,,,,,,G
2034,Mankey,,56,♀,789,88,6,12,10,62.2,26.0,26.0,,,,"2020-05-01 19:24","2020-05-01 16:45",5/1/2020,,,0,0,1,0,78.90%,865,88.10%,186000,214,Mankey,,0,77.88%,907,91.38%,186000,264,Primeape,,0,,,,,,,,,
2035,Exeggcute,,102,♂,789,117,1,4,11,35.6,28.0,28.0,,,,"2020-05-01 19:22","2020-05-01 19:22",5/1/2020,,,0,0,1,0,17.07%,3397,79.74%,169000,198,Exeggcute,,0,78.85%,867,97.08%,67000,114,Exeggutor,Normal,0,,,,,,,,,
2036,Pinsir,,127,♂,1490,96,13,4,2,42.2,19.0,19.0,Bug Bite,X-Scissor,,"2020-05-01 19:22","2020-05-01 19:22",5/1/2020,,,0,0,5,0,30.21%,2859,93.76%,0,0,Pinsir,,0,,,,,,,,,,,,,,,,,G
2037,Eevee,,133,♂,716,100,11,8,2,46.7,26.0,26.0,,,,"2020-05-01 12:54","2020-04-26 19:15",4/26/2020,,,0,0,2,0,9.82%,3694,91.90%,0,25,Umbreon,,0,,,,,,,,,,,,,,,,,G
