Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Marked for PvP use
1688,Totodile,,158,♀,858,105,11,6,9,57.8,29.0,29.0,,,,"2020-05-14 11:02","2020-05-13 13:08",5/13/2020,,,0,0,1,0,14.70%,3494,92.97%,72000,97,Croconaw,,0,36.56%,2599,95.63%,65000,189,Feraligatr,,0,
1689,Totodile,,158,♂,930,109,15,13,15,95.6,29.0,29.0,,,,"2020-05-14 11:02","2020-05-13 13:08",5/13/2020,,,0,0,1,0,39.19%,2491,94.37%,20000,41,Croconaw,,0,52.09%,1963,96.22%,26000,147,Feraligatr,,0,
1690,Machop,,66,♂,644,104,12,9,7,62.2,19.0,19.0,,,,"2020-05-13 23:55","2020-05-13 23:55",5/9/2020,,,0,0,2,0,14.58%,3499,93.08%,52000,71,Machoke,,0,43.27%,2324,95.55%,80000,195,Machamp,,0,
1691,Machop,,66,♂,936,125,12,12,9,73.3,27.0,27.0,,,,"2020-05-13 23:54","2020-05-13 23:54",5/13/2020,,,0,0,2,0,91.62%,344,91.97%,428000,206,Machop,,0,45.35%,2239,95.64%,23000,145,Machamp,,0,
1692,Machop,,66,♂,1017,130,15,15,13,95.6,28.0,28.0,,,,"2020-05-13 23:51","2020-05-13 23:51",5/11/2020,,,0,0,2,0,99.90%,5,98.73%,419000,198,Machop,,0,33.33%,2731,95.16%,4500,129,Machamp,,0,
1693,Sunflora,,192,♀,1495,126,8,15,5,62.2,26.0,26.0,Razor Leaf,Sludge Bomb,,"2020-05-13 22:05","2020-03-08 07:30",2/18/2020,,,0,0,5,0,79.41%,844,96.24%,0,0,Sunflora,,0,,,,,,,,,G
1694,Skarmory,,227,♂,1578,124,9,4,13,57.8,28.0,28.0,Air Slash,Flash Cannon,,"2020-05-13 21:41","2020-05-13 21:41",5/13/2020,41.58kg,1.57m,0,0,1,4500,,,,,,,,,69.77%,1239,90.69%,419000,198,Skarmory,,0,
1695,Cyndaquil,,155,♂,700,92,0,8,8,35.6,30.0,30.0,,,,"2020-05-13 21:40","2020-05-13 21:40",5/13/2020,,,0,0,1,0,92.84%,294,97.80%,214000,207,Quilava,,0,90.57%,387,97.68%,94000,229,Typhlosion,,0,
1696,Hitmontop,,237,♂,1458,98,10,10,10,66.7,25.0,25.0,Counter,Close Combat,,"2020-05-13 21:40","2020-05-13 21:39",5/13/2020,60.33kg,1.38m,0,0,3,4000,59.00%,1680,95.14%,4000,3,Hitmontop,,0,,,,,,,,,G
1697,Teddiursa,,216,♀,1068,121,5,13,8,57.8,32.0,32.0,,,,"2020-05-13 13:09","2020-05-13 13:09",5/13/2020,,,0,0,2,0,71.43%,1171,88.01%,378000,162,Teddiursa,,0,85.67%,588,97.62%,12000,62,Ursaring,,0,
1698,Feebas,,349,♀,134,57,10,12,11,73.3,20.0,20.0,,,,"2020-05-13 13:09","2020-05-13 13:09",5/13/2020,,,0,0,1,0,84.71%,627,81.88%,475000,248,Feebas,,0,61.34%,1584,96.53%,80000,170,Milotic,,0,
1699,Totodile,,158,♂,565,86,2,14,7,51.1,20.0,20.0,,,,"2020-05-13 13:07","2020-05-13 13:07",5/13/2020,,,0,0,1,0,84.03%,655,96.81%,178000,207,Croconaw,,0,94.63%,221,98.38%,161000,285,Feraligatr,,0,
1700,Murkrow,,198,♀,803,95,13,10,9,71.1,19.0,19.0,,,,"2020-05-13 13:07","2020-05-13 13:07",5/13/2020,1.97kg,0.48m,0,0,2,2500,43.91%,2298,94.35%,5000,104,Honchkrow,,0,,,,,,,,,G
1701,Totodile,,158,♂,645,93,15,3,15,73.3,21.0,21.0,,,,"2020-05-13 13:06","2020-05-13 13:06",5/13/2020,,,0,0,1,0,9.43%,3710,92.57%,104000,119,Croconaw,,0,18.10%,3355,94.86%,104000,219,Feraligatr,,0,
1702,Cyndaquil,,155,♂,726,97,0,10,15,55.6,30.0,30.0,,,,"2020-05-13 13:06","2020-05-13 13:06",5/13/2020,,,0,0,1,0,97.58%,100,98.46%,160000,207,Quilava,,0,99.66%,15,99.14%,70000,199,Typhlosion,,0,
1703,Totodile,,158,♂,540,81,8,7,3,40.0,19.0,19.0,,,,"2020-05-13 13:06","2020-05-13 13:05",5/13/2020,,,0,0,2,0,10.65%,3660,92.97%,2500,127,Feraligatr,,0,,,,,,,,,G
1704,Chikorita,,152,♂,543,88,8,14,13,77.8,22.0,22.0,,,,"2020-05-13 13:05","2020-05-13 13:05",5/13/2020,,,0,0,2,0,93.04%,286,96.92%,378000,263,Bayleef,,0,93.11%,283,97.52%,365000,363,Meganium,,0,
1705,Totodile,,158,♂,578,88,4,4,7,33.3,21.0,21.0,,,,"2020-05-13 13:04","2020-05-11 11:41",5/11/2020,7.69kg,0.59m,0,0,1,3000,57.61%,1737,95.27%,200000,239,Croconaw,,0,72.75%,1117,97.06%,173000,303,Feraligatr,,0,
1706,Dunsparce,,206,♀,1502,179,10,15,11,80.0,35.0,35.0,Astonish,Rock Slide,,"2020-05-10 22:01","2020-05-10 22:00",5/10/2020,19.39kg,1.7m,0,0,1,8000,,,,,,,,,95.90%,169,95.13%,338000,118,Dunsparce,,0,
1707,Ho-Oh,,250,,1602,115,12,10,10,71.1,15.0,15.0,Extrasensory,Earthquake,,"2020-05-10 22:01","2020-05-10 22:00",5/10/2020,245.66kg,4.55m,0,0,1,1900,,,,,,,,,17.24%,3390,94.33%,38400,36,Ho-Oh,,0,
1708,Timburr,,532,♂,732,115,12,15,13,88.9,20.0,20.0,,,,"2020-05-10 22:00","2020-05-10 22:00",5/10/2020,,,0,0,1,0,68.82%,1278,95.82%,27500,75,Gurdurr,,0,84.15%,650,97.02%,43000,288,Conkeldurr,,0,
1709,Piplup,,393,♂,596,91,13,14,12,86.7,20.0,20.0,,,,"2020-05-10 21:59","2020-05-10 21:59",5/10/2020,,,0,0,1,0,50.09%,2045,94.92%,109000,123,Prinplup,,0,42.93%,2338,95.73%,85000,199,Empoleon,,0,
1710,Tauros,,128,♂,1489,115,13,12,10,77.8,20.5,20.5,Zen Headbutt,Earthquake,,"2020-05-10 13:48","2020-03-19 21:53",3/19/2020,70.35kg,1.25m,0,0,5,0,54.26%,1874,95.11%,0,0,Tauros,,0,,,,,,,,,G
1711,Crustle,,558,♂,1485,112,15,15,14,97.8,20.5,20.5,Fury Cutter,X-Scissor,,"2020-05-10 13:46","2020-04-28 14:56",3/22/2020,191.09kg,1.34m,0,0,5,0,49.74%,2059,95.06%,0,0,Crustle,,0,,,,,,,,,G
1712,Tauros,,128,♂,1479,116,11,12,11,75.6,20.5,20.5,Zen Headbutt,Iron Head,,"2020-05-10 13:45","2020-03-14 20:22",3/14/2020,77.05kg,1.33m,0,0,5,0,52.63%,1941,95.02%,0,0,Tauros,,0,,,,,,,,,G
1713,Totodile,,158,♀,834,97,15,14,3,71.1,27.0,27.0,,,,"2020-05-10 13:45","2020-05-10 13:45",5/10/2020,,,0,0,1,0,,,,,,,,,13.89%,3527,94.64%,62000,181,Feraligatr,,0,U
1714,Scyther,,123,♂,1498,107,9,13,6,62.2,20.5,20.5,Fury Cutter,Night Slash,,"2020-05-10 09:29","2020-05-07 14:40",3/14/2020,,,0,0,5,0,81.61%,754,96.58%,0,0,Scyther,,0,,,,,,,,,G
1715,Onix,,95,♂,618,74,14,13,14,91.1,20.0,20.0,,,,"2020-05-10 00:25","2020-05-10 00:25",5/10/2020,,,0,0,2,0,67.37%,1337,95.30%,11000,60,Steelix,,0,59.68%,1652,95.45%,301000,298,Steelix,,0,
1716,Misdreavus,,200,♂,1135,104,14,11,15,88.9,21.0,21.0,,,,"2020-05-09 19:18","2020-05-09 19:18",5/9/2020,,,0,0,1,0,47.77%,2140,94.87%,46500,42,Misdreavus,,0,34.51%,2683,95.15%,173000,278,Mismagius,,0,
1717,Totodile,,158,♂,577,85,8,8,6,48.9,20.0,20.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,44.49%,2274,94.60%,161000,185,Croconaw,,0,33.89%,2708,95.52%,145000,265,Feraligatr,,0,
1718,Sentret,,161,♀,505,94,10,6,14,66.7,34.0,34.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,78.10%,898,85.00%,352000,134,Sentret,,0,76.65%,957,90.70%,352000,159,Furret,,0,
1719,Snubbull,,209,♀,520,86,13,15,13,91.1,15.0,15.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,52.77%,1935,94.62%,23900,72,Granbull,,0,79.83%,827,96.88%,236400,303,Granbull,,0,
1720,Snubbull,,209,♀,510,87,10,14,15,86.7,15.0,15.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,86.37%,559,96.41%,26400,74,Granbull,,0,76.61%,959,96.72%,246400,318,Granbull,,0,
1721,Totodile,,158,♂,524,83,11,11,15,82.2,17.0,17.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,2,0,33.63%,2719,94.37%,6600,131,Feraligatr,,0,,,,,,,,,G
1722,Totodile,,158,♂,484,75,13,1,0,31.1,17.0,17.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,1.95%,4016,91.54%,191800,219,Croconaw,,0,0.02%,4095,92.54%,166800,287,Feraligatr,,0,
1723,Sunkern,,191,♀,223,71,5,10,5,44.4,25.0,25.0,,,,"2020-05-09 11:57","2020-05-09 11:57",5/9/2020,,,0,0,1,0,35.19%,2655,94.09%,12000,60,Sunflora,,0,44.79%,2262,87.35%,444000,270,Sunflora,,0,
1724,Arcanine,,59,♂,1494,125,1,14,12,60.0,18.5,18.5,Thunder Fang,Flamethrower,,"2020-05-09 06:14","2020-04-25 23:04",3/20/2020,157.78kg,1.89m,0,0,5,0,99.12%,37,98.86%,0,0,Arcanine,,0,,,,,,,,,G
1725,Hitmontop,,237,♂,919,78,15,14,14,95.6,15.0,15.0,Counter,Gyro Ball,,"2020-05-09 04:34","2020-05-09 04:34",5/8/2020,,,0,0,0,0,13.19%,3556,92.74%,45400,42,Hitmontop,,0,99.80%,9,98.77%,496400,268,Hitmontop,,0,
1726,Swinub,,220,♀,409,89,14,12,13,86.7,20.0,20.0,,,,"2020-05-09 04:34","2020-05-09 04:34",5/8/2020,,,0,0,1,0,27.01%,2990,93.87%,14000,38,Piloswine,,0,80.90%,783,96.57%,376000,273,Piloswine,,0,
1727,Cyndaquil,,155,♂,849,99,14,4,13,68.9,35.0,35.0,,,,"2020-05-09 04:33","2020-05-09 04:33",5/8/2020,,,0,0,1,0,12.97%,3565,93.03%,24000,55,Quilava,,0,79.56%,838,90.35%,338000,143,Quilava,,0,
1728,Chikorita,,152,♂,537,90,4,9,14,60.0,23.0,23.0,,,,"2020-05-09 04:32","2020-05-08 20:46",5/8/2020,,,0,0,5,0,97.53%,102,98.29%,3500,128,Meganium,,0,,,,,,,,,G
1729,Klink,,599,,511,78,11,10,12,73.3,20.0,20.0,,,,"2020-05-09 04:32","2020-05-09 04:32",5/8/2020,,,0,0,2,0,66.79%,1361,95.51%,2500,127,Klinklang,,0,,,,,,,,,G
1730,Misdreavus,,200,♀,1012,95,7,12,5,53.3,20.0,20.0,,,,"2020-05-09 04:31","2020-05-09 04:31",5/8/2020,,,0,0,2,0,80.22%,811,95.97%,8000,107,Mismagius,,0,63.74%,1486,96.27%,267000,348,Mismagius,,0,
1731,Swablu,,333,♀,557,99,0,6,8,31.1,30.0,30.0,,,,"2020-05-09 04:31","2020-05-08 20:21",5/8/2020,,,0,0,5,0,94.58%,223,97.48%,0,400,Altaria,,0,,,,,,,,,G
1732,Swinub,,220,♂,538,99,12,15,6,73.3,27.0,27.0,,,,"2020-05-09 04:31","2020-05-08 20:03",5/8/2020,,,0,0,5,0,,,,,,,,,79.05%,859,96.62%,0,125,Mamoswine,,0,U
1733,Pineco,,204,♀,592,89,5,11,10,57.8,21.0,21.0,,,,"2020-05-09 04:31","2020-05-09 04:31",5/8/2020,,,0,0,1,0,59.76%,1649,95.44%,22500,71,Forretress,,0,63.44%,1498,93.53%,470000,294,Forretress,,0,
1734,Machop,,66,♂,917,129,6,8,11,55.6,28.0,28.0,,,,"2020-05-09 04:31","2020-05-08 19:51",5/7/2020,,,0,0,2,0,85.15%,609,96.86%,0,25,Machoke,,0,70.60%,1205,96.63%,29000,149,Machamp,,0,
1735,Swinub,,220,♀,602,106,15,14,11,88.9,29.0,29.0,,,,"2020-05-09 04:30","2020-05-08 19:40",5/8/2020,,,0,0,1,0,99.32%,29,96.48%,410000,190,Swinub,,0,83.27%,686,96.76%,298000,215,Piloswine,,0,
1736,Totodile,,158,♂,833,100,5,10,0,33.3,30.0,30.0,,,,"2020-05-09 04:30","2020-05-08 19:19",5/8/2020,,,0,0,1,0,,,,,,,,,47.81%,2138,96.06%,94000,229,Feraligatr,,0,U
1737,Shinx,,403,♀,370,71,15,15,11,91.1,15.0,15.0,,,,"2020-05-09 04:30","2020-05-08 18:30",5/8/2020,8.03kg,0.38m,0,0,1,1900,67.74%,1322,94.59%,277400,293,Luxio,,0,56.04%,1801,96.14%,106400,219,Luxray,,0,
1738,Venusaur,,3,♂,1495,120,11,10,12,73.3,20.0,20.0,Razor Leaf,Sludge Bomb,,"2020-05-08 22:30","2020-04-25 23:02",4/6/2020,,,0,0,5,0,73.65%,1080,96.14%,0,0,Venusaur,Normal,0,,,,,,,,,G
1739,Geodude,Normal,74,♀,756,80,12,8,8,62.2,22.0,22.0,,,,"2020-05-07 20:56","2020-05-07 20:56",5/5/2020,,,0,0,2,0,12.38%,3589,92.67%,54000,73,Graveler,Normal,0,32.19%,2778,95.26%,86000,201,Golem,Normal,0,
1740,Geodude,Normal,74,♀,968,95,9,8,15,71.1,28.0,28.0,,,,"2020-05-07 20:52","2020-05-07 20:52",5/7/2020,,,0,0,2,0,,,,,,,,,45.23%,2244,95.76%,35000,155,Golem,Normal,0,U
1741,Geodude,Normal,74,♀,591,72,11,9,12,71.1,17.0,17.0,,,,"2020-05-07 20:38","2020-05-07 20:38",5/6/2020,,,0,0,1,0,86.30%,562,97.05%,6600,131,Golem,Normal,0,46.59%,2188,95.82%,104800,217,Golem,Normal,0,
1742,Geodude,Normal,74,♂,853,86,13,3,9,55.6,25.0,25.0,,,,"2020-05-07 20:36","2020-05-07 20:36",5/6/2020,,,0,0,1,0,27.81%,2957,93.73%,39000,59,Graveler,Normal,0,20.24%,3267,94.76%,72000,189,Golem,Normal,0,
1743,Geodude,Normal,74,♀,1133,99,15,4,10,64.4,35.0,35.0,,,,"2020-05-07 20:28","2020-05-07 20:28",5/7/2020,,,0,0,1,0,79.41%,844,89.24%,338000,118,Geodude,Normal,0,79.88%,825,91.07%,338000,143,Graveler,Normal,0,
1744,Geodude,Normal,74,♂,801,81,7,14,4,55.6,24.0,24.0,,,,"2020-05-07 20:28","2020-05-07 20:28",5/7/2020,,,0,0,1,0,61.98%,1558,95.52%,51000,69,Graveler,Normal,0,53.21%,1917,96.06%,85000,201,Golem,Normal,0,
1745,Spearow,,21,♂,573,91,13,13,14,88.9,26.0,26.0,,,,"2020-05-07 20:07","2020-05-07 20:07",5/7/2020,,,1,0,2,0,43.52%,2314,94.38%,2000,54,Fearow,,0,98.78%,51,96.99%,218000,264,Fearow,,0,
1746,Fearow,,22,♂,1497,120,13,13,11,82.2,27.0,27.0,Steel Wing,Sky Attack,,"2020-05-07 20:01","2020-05-07 20:01",5/2/2020,,,0,0,5,0,64.81%,1442,95.36%,0,0,Fearow,,0,,,,,,,,,G
1747,Paras,,46,♀,794,92,7,5,14,57.8,31.0,31.0,,,,"2020-05-07 18:57","2020-05-07 18:57",5/7/2020,,,0,0,2,0,65.42%,1417,95.86%,0,50,Parasect,,0,68.03%,1310,89.62%,390000,224,Parasect,,0,
1748,Shinx,,403,♂,459,83,10,10,11,68.9,20.0,20.0,,,,"2020-05-07 17:50","2020-05-07 17:50",5/7/2020,,,0,0,1,0,62.61%,1532,94.24%,350000,273,Luxio,,0,44.00%,2294,95.72%,109000,223,Luxray,,0,
1749,Oddish,,43,♂,699,83,12,4,6,48.9,22.0,22.0,,,,"2020-05-07 16:54","2020-05-07 16:30",5/7/2020,,,0,0,1,0,22.52%,3174,93.79%,16500,140,Bellossom,,0,21.34%,3222,94.54%,290000,363,Vileplume,,0,
1750,Vulpix,Normal,37,♂,518,82,6,11,12,64.4,23.0,23.0,,,,"2020-05-07 16:54","2020-05-07 16:54",5/7/2020,,,0,0,2,0,80.49%,800,96.39%,10500,59,Ninetales,Normal,0,,,,,,,,,G
1751,Exeggcute,,102,♂,874,117,9,12,11,71.1,28.0,28.0,,,,"2020-05-07 16:54","2020-05-07 16:54",5/7/2020,,,0,0,1,0,86.81%,541,91.08%,419000,198,Exeggcute,,0,76.53%,962,96.96%,24000,70,Exeggutor,Normal,0,
1752,Charmander,,4,♂,827,97,11,13,13,82.2,32.0,32.0,,,,"2020-05-07 16:54","2020-05-07 16:54",5/7/2020,,,0,0,5,0,,,,,,,,,74.68%,1038,96.82%,0,125,Charizard,Normal,0,U
1753,Pinsir,,127,♀,2346,125,14,4,11,64.4,29.0,29.0,Rock Smash,X-Scissor,,"2020-05-07 15:35","2020-05-07 15:35",5/2/2020,,,0,0,0,0,,,,,,,,,11.31%,3633,94.40%,26000,22,Pinsir,,0,
1754,Mewtwo,Normal,150,,1741,117,10,12,13,77.8,15.0,15.0,Psycho Cut,Psystrike,,"2020-05-07 14:42","2020-05-07 14:42",5/7/2020,,,0,0,1,0,,,,,,,,,92.19%,321,97.72%,29400,27,Mewtwo,Normal,0,
1755,Grimer,Normal,88,♂,719,116,8,12,5,55.6,20.0,20.0,,,,"2020-05-07 14:41","2020-05-07 14:41",4/26/2020,,,0,0,2,0,51.48%,1988,95.34%,0,50,Muk,Normal,0,,,,,,,,,G
1756,Charmeleon,,5,♂,834,94,8,9,12,64.4,19.0,19.0,,,,"2020-05-07 14:41","2020-05-07 14:41",5/1/2020,,,0,0,2,0,77.17%,936,96.04%,0,100,Charizard,Normal,0,,,,,,,,,G
1757,Luxio,,404,♂,794,101,11,6,15,71.1,20.0,20.0,,,,"2020-05-07 14:40","2020-05-07 14:40",4/9/2020,,,0,0,0,0,66.03%,1392,94.46%,363000,248,Luxio,,0,42.98%,2336,95.67%,109000,198,Luxray,,0,
1758,Chimchar,,390,♂,507,80,10,13,8,68.9,20.0,20.0,,,,"2020-05-07 14:40","2020-05-07 14:40",4/20/2020,,,0,0,1,0,27.47%,2971,93.77%,0,125,Infernape,,0,,,,,,,,,G
1759,Kabuto,,140,♂,744,66,12,13,9,75.6,20.0,20.0,,,,"2020-05-07 14:39","2020-05-07 14:39",4/6/2020,,,0,0,2,0,91.14%,364,95.43%,475000,248,Kabuto,,0,43.96%,2296,95.80%,161000,210,Kabutops,,0,
1760,Chansey,,113,♀,843,351,4,12,10,57.8,28.0,28.0,,,,"2020-05-07 10:37","2020-05-07 10:37",5/7/2020,,,0,0,0,0,44.08%,2291,82.75%,419000,198,Chansey,,0,86.69%,546,97.71%,159000,233,Blissey,,0,
1761,Gible,,443,♂,606,96,12,13,10,77.8,20.0,20.0,,,,"2020-05-06 22:03","2020-05-06 22:03",5/6/2020,,,0,0,1,0,56.04%,1801,95.06%,65000,83,Gabite,,0,60.05%,1637,95.99%,14000,138,Garchomp,,0,
1762,Oddish,,43,♂,1014,101,12,8,9,64.4,32.0,32.0,,,,"2020-05-06 22:03","2020-05-06 22:03",5/6/2020,,,0,0,1,0,21.51%,3215,93.65%,56000,89,Gloom,,0,78.80%,869,95.15%,378000,287,Bellossom,,0,
1763,Shellder,,90,♂,873,85,10,6,14,66.7,31.0,31.0,,,,"2020-05-06 17:46","2020-05-06 17:46",5/6/2020,,,0,0,1,0,85.01%,615,89.45%,390000,174,Shellder,,0,56.14%,1797,96.12%,182000,224,Cloyster,,0,
1764,Abra,,63,♂,996,68,15,11,4,66.7,28.0,28.0,,,,"2020-05-05 19:52","2020-05-05 19:52",5/5/2020,,,0,0,1,0,70.31%,1217,87.32%,419000,198,Abra,,0,0.17%,4089,92.64%,14000,137,Alakazam,,0,
1765,Bellsprout,,69,♀,485,85,0,1,3,8.9,21.0,21.0,,,,"2020-05-05 19:52","2020-05-05 19:52",5/5/2020,,,0,0,1,0,68.50%,1291,95.83%,26000,149,Victreebel,,0,0.81%,4063,89.01%,470000,369,Victreebel,,0,
1766,Shellder,,90,♀,590,67,10,8,8,57.8,21.0,21.0,,,,"2020-05-05 19:52","2020-05-05 18:50",5/5/2020,,,0,0,2,0,13.09%,3560,92.58%,3000,53,Cloyster,,0,24.93%,3075,94.80%,284000,294,Cloyster,,0,
1767,Geodude,Normal,74,♀,765,80,6,14,5,55.6,23.0,23.0,,,,"2020-05-05 19:00","2020-05-05 19:00",5/5/2020,,,0,0,1,0,67.50%,1332,95.83%,58000,75,Graveler,Normal,0,77.61%,918,97.04%,99000,215,Golem,Normal,0,
1768,Geodude,Normal,74,♂,878,83,15,3,3,46.7,26.0,26.0,,,,"2020-05-05 16:54","2020-05-05 16:54",5/5/2020,,,0,0,2,0,2.08%,4011,91.40%,31000,53,Graveler,Normal,0,0.83%,4062,93.02%,64000,183,Golem,Normal,0,
1769,Geodude,Normal,74,♂,927,95,5,4,15,53.3,28.0,28.0,,,,"2020-05-05 16:51","2020-05-05 16:51",5/5/2020,,,0,0,2,0,89.11%,447,97.26%,24000,45,Graveler,Normal,0,78.75%,871,97.08%,60000,181,Golem,Normal,0,
1770,Geodude,Normal,74,♂,1112,98,14,5,10,64.4,34.0,34.0,,,,"2020-05-05 16:47","2020-05-05 16:47",5/5/2020,,,0,0,1,0,79.61%,836,89.29%,352000,134,Geodude,Normal,0,80.07%,817,91.10%,352000,159,Graveler,Normal,0,
1771,Alomomola,,594,♀,1203,209,12,13,13,84.4,20.0,20.0,Hidden Power,Psychic,,"2020-05-05 14:05","2020-05-05 14:05",5/5/2020,,,0,0,1,0,28.60%,2925,93.26%,27500,25,Alomomola,,0,96.51%,144,96.04%,475000,248,Alomomola,,0,
1772,Arcanine,,59,♀,1282,113,13,15,13,91.1,15.0,15.0,Fire Fang,Crunch,,"2020-05-05 13:50","2020-05-05 13:50",5/5/2020,,,0,0,0,0,81.90%,742,96.61%,9800,10,Arcanine,,0,50.77%,2017,96.06%,86400,78,Arcanine,,0,
1773,Magikarp,,129,♀,105,50,12,10,12,75.6,15.0,15.0,,,,"2020-05-05 13:35","2020-05-05 13:35",5/5/2020,,,0,0,1,0,7.47%,3790,92.08%,1900,402,Gyarados,,0,,,,,,,,,G
1774,Abra,,63,♀,972,72,7,13,12,71.1,27.0,27.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,1,0,92.41%,312,93.22%,428000,206,Abra,,0,56.83%,1769,96.11%,23000,145,Alakazam,,0,
1775,Magnemite,,81,,684,59,1,14,6,46.7,20.0,20.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,1,0,89.30%,439,96.80%,17000,41,Magneton,,0,,,,,,,,,G
1776,Eevee,,133,♂,770,104,11,15,4,66.7,27.0,27.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,1,0,86.59%,550,90.20%,428000,206,Eevee,,0,53.33%,1912,96.11%,33000,53,Flareon,,0,
1777,Chansey,,113,♀,728,316,7,14,7,62.2,23.0,23.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,0,0,67.45%,1334,87.44%,458000,232,Chansey,,0,61.15%,1592,96.14%,161000,216,Blissey,,0,
1778,Eevee,,133,♀,825,111,14,10,12,80.0,28.0,28.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,0,0,95.16%,199,93.20%,419000,198,Eevee,,0,53.41%,1909,95.66%,41000,61,Jolteon,,0,
1779,Golbat,,42,♂,1090,115,1,9,4,31.1,22.0,22.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,5,0,83.96%,658,96.59%,0,100,Crobat,,0,,,,,,,,,G
1780,Eevee,,133,♂,751,111,5,14,14,73.3,27.0,27.0,,,,"2020-05-05 13:34","2020-05-05 13:34",5/5/2020,,,0,0,1,0,,,,,,,,,91.60%,345,97.70%,13500,37,Espeon,,0,U
1781,Rhyhorn,,111,♂,1084,132,10,14,12,80.0,24.0,24.0,Mud-Slap,Bulldoze,,"2020-05-05 13:33","2020-05-05 13:33",5/5/2020,130.55kg,0.97m,0,0,5,3500,,,,,,,,,88.42%,475,97.16%,0,125,Rhyperior,,0,U
1782,Wigglytuff,,40,♀,1312,199,15,9,4,62.2,25.0,25.0,Feint Attack,Ice Beam,,"2020-05-05 13:33","2020-05-05 13:33",5/5/2020,,,0,0,1,0,24.47%,3094,93.36%,29500,26,Wigglytuff,,0,79.51%,840,91.02%,444000,220,Wigglytuff,,0,
1783,Eevee,,133,♂,830,110,15,11,10,80.0,28.0,28.0,,,,"2020-05-05 13:33","2020-05-05 13:33",5/5/2020,,,0,0,0,0,96.73%,135,94.03%,419000,198,Eevee,,0,38.88%,2504,95.28%,4500,29,Glaceon,,0,
1784,Eevee,,133,♂,867,114,14,13,13,88.9,29.0,29.0,,,,"2020-05-05 13:32","2020-05-05 13:32",5/5/2020,,,0,0,0,0,98.90%,46,96.18%,410000,190,Eevee,,0,72.06%,1145,96.37%,26000,47,Jolteon,,0,
1785,Eevee,,133,♂,724,106,7,5,8,44.4,27.0,27.0,,,,"2020-05-05 13:32","2020-05-05 13:32",5/5/2020,6.77kg,0.27m,0,0,1,4500,38.46%,2521,82.22%,428000,206,Eevee,,0,56.43%,1785,96.16%,44000,63,Sylveon,,0,
1786,Nidoran♂,,32,♂,399,82,1,11,12,53.3,19.0,19.0,,,,"2020-05-05 11:50","2020-05-05 11:50",5/5/2020,,,0,0,1,0,93.60%,263,97.19%,16000,139,Nidoking,,0,94.63%,221,98.13%,330000,377,Nidoking,,0,
1787,Hitmonchan,,107,♂,964,76,12,13,10,77.8,15.0,15.0,Counter,Ice Punch,,"2020-05-04 20:01","2020-05-04 20:01",5/4/2020,,,0,0,4,0,41.86%,2382,94.63%,38400,36,Hitmonchan,,0,90.87%,375,97.26%,452400,268,Hitmonchan,,0,
1788,Geodude,Normal,74,♀,876,89,8,7,11,57.8,26.0,26.0,,,,"2020-05-04 18:59","2020-05-04 18:59",5/4/2020,,,0,0,2,0,34.80%,2671,94.09%,31000,53,Graveler,Normal,0,65.57%,1411,96.53%,70000,189,Golem,Normal,0,
1789,Spearow,,21,♂,581,85,11,14,1,57.8,28.0,28.0,,,,"2020-05-04 18:59","2020-05-04 18:59",5/4/2020,,,0,0,2,0,45.01%,2253,94.45%,0,50,Fearow,,0,67.30%,1340,89.47%,419000,248,Fearow,,0,
1790,Aerodactyl,,142,♂,1557,119,13,15,10,84.4,20.0,20.0,Steel Wing,Earth Power,,"2020-05-04 18:39","2020-05-04 18:39",5/4/2020,,,0,0,1,0,,,,,,,,,63.59%,1492,96.45%,123000,114,Aerodactyl,,0,
1791,Lapras,,131,♀,1096,149,13,10,11,75.6,15.0,15.0,Frost Breath,Hydro Pump,,"2020-05-04 18:39","2020-05-04 18:39",5/4/2020,,,0,0,1,0,64.37%,1460,96.10%,23900,22,Lapras,,0,24.18%,3106,94.65%,208400,214,Lapras,,0,
