r,c href,c src,l,l href,c,c 2,c 3,c 4,c 5,c 6,
612,https://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/ac/GO612.png/48px-GO612.png,Haxorus,https://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon),183,284,172,8939184,3593,4062,
613,https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ed/GO613.png/48px-GO613.png,Cubchoo,https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon),146,128,74,1382912,1069,1208,
614,https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0a/GO614.png/48px-GO614.png,Beartic,https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon),216,233,152,7649856,3042,3439,
615,https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8d/GO615.png/48px-GO615.png,Cryogonal,https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon),190,190,218,7869800,2798,3163,
616,https://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9a/GO616.png/48px-GO616.png,Shelmet,https://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon),137,72,140,1380960,834,942,
617,https://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/96/GO617.png/48px-GO617.png,Accelgor,https://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon),190,220,120,5016000,2441,2760,
618,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ea/GO618.png/48px-GO618.png,Stunfisk,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),240,144,171,5909760,2162,2445,
618G,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8d/GO618G.png/48px-GO618G.png,Stunfisk,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),240,144,171,5909760,2162,2445,
619,https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/31/GO619.png/48px-GO619.png,Mienfoo,https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon),128,160,98,2007040,1389,1570,
620,https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/20/GO620.png/48px-GO620.png,Mienshao,https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon),163,258,127,5340858,2710,3064,
621,https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/95/GO621.png/48px-GO621.png,Druddigon,https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon),184,213,170,6662640,2732,3088,
622,https://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c6/GO622.png/48px-GO622.png,Golett,https://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon),153,127,92,1787652,1189,1344,
623,https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/90/GO623.png/48px-GO623.png,Golurk,https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon),205,222,154,7008540,2854,3226,
624,https://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e4/GO624.png/48px-GO624.png,Pawniard,https://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon),128,154,114,2247168,1433,1620,
625,https://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/52/GO625.png/48px-GO625.png,Bisharp,https://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon),163,232,176,6655616,2844,3215,
626,https://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/09/GO626.png/48px-GO626.png,Bouffalant,https://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon),216,195,182,7665840,2797,3163,
627,https://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c0/GO627.png/48px-GO627.png,Rufflet,https://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon),172,150,97,2502600,1491,1686,
628,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/20/GO628.png/48px-GO628.png,Braviary,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon),225,232,152,7934400,3088,3491,
629,https://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fb/GO629.png/48px-GO629.png,Vullaby,https://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon),172,105,139,2510340,1271,1437,
630,https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3e/GO630.png/48px-GO630.png,Mandibuzz,https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon),242,129,205,6399690,2138,2417,
631,https://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/21/GO631.png/48px-GO631.png,Heatmor,https://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon),198,204,129,5210568,2395,2708,
632,https://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/6e/GO632.png/48px-GO632.png,Durant,https://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon),151,217,188,6160196,2659,3007,
633,https://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d1/GO633.png/48px-GO633.png,Deino,https://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon),141,116,93,1521108,1062,1200,
634,https://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/40/GO634.png/48px-GO634.png,Zweilous,https://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon),176,159,135,3777840,1839,2079,
635,https://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f4/GO635.png/48px-GO635.png,Hydreigon,https://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon),211,256,188,10155008,3625,4098,
636,https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5d/GO636.png/48px-GO636.png,Larvesta,https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon),146,156,107,2437032,1496,1692,
637,https://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/69/GO637.png/48px-GO637.png,Volcarona,https://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon),198,264,189,9879408,3632,4106,
638,https://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/35/GO638.png/48px-GO638.png,Cobalion,https://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon),209,192,229,9189312,3022,3417,
639,https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/49/GO639.png/48px-GO639.png,Terrakion,https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon),209,260,192,10433280,3698,4181,
640,https://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/cc/GO640.png/48px-GO640.png,Virizion,https://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon),209,192,229,9189312,3022,3417,
641,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7d/GO641.png/48px-GO641.png,Tornadus,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon),188,266,164,8201312,3345,3782,
641T,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a2/GO641T.png/48px-GO641T.png,Tornadus,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon),188,238,189,8456616,3215,3635,
642,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bf/GO642.png/48px-GO642.png,Thundurus,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),188,266,164,8201312,3345,3782,
642T,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/26/GO642T.png/48px-GO642T.png,Thundurus,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),188,295,161,8929060,3659,4137,
643,https://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d8/GO643.png/48px-GO643.png,Reshiram,https://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon),205,275,211,11895125,4038,4565,
644,https://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/de/GO644.png/48px-GO644.png,Zekrom,https://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon),205,275,211,11895125,4038,4565,
645,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/ac/GO645.png/48px-GO645.png,Landorus,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),205,261,182,9737910,3588,4057,
645T,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7f/GO645T.png/48px-GO645T.png,Landorus,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),205,289,179,10604855,3922,4434,
646,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/da/GO646.png/48px-GO646.png,Kyurem,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),245,246,170,10245900,3575,4041,
646B,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3b/GO646B.png/48px-GO646B.png,Kyurem,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),245,310,183,13898850,4605,5206,
646W,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0e/GO646W.png/48px-GO646W.png,Kyurem,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),245,310,183,13898850,4605,5206,
647,https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c4/GO647.png/48px-GO647.png,Keldeo,https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon),209,260,192,10433280,3698,4181,
648,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a1/GO648.png/48px-GO648.png,Meloetta,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),225,250,225,12656250,3972,4490,
648P,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/05/GO648P.png/48px-GO648P.png,Meloetta,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),225,269,188,11378700,3915,4426,
649,https://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/23/GO649.png/48px-GO649.png,Genesect,https://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon),174,252,199,8725752,3353,3791,
650,https://bulbapedia.bulbagarden.net/wiki/Chespin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f4/GO650.png/48px-GO650.png,Chespin,https://bulbapedia.bulbagarden.net/wiki/Chespin_(Pok%C3%A9mon),148,110,106,1725680,1096,1239,
651,https://bulbapedia.bulbagarden.net/wiki/Quilladin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f5/GO651.png/48px-GO651.png,Quilladin,https://bulbapedia.bulbagarden.net/wiki/Quilladin_(Pok%C3%A9mon),156,146,156,3553056,1719,1943,
652,https://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3f/GO652.png/48px-GO652.png,Chesnaught,https://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon),204,201,204,8364816,2954,3340,
653,https://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b4/GO653.png/48px-GO653.png,Fennekin,https://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pok%C3%A9mon),120,116,102,1419840,1028,1162,
654,https://bulbapedia.bulbagarden.net/wiki/Braixen_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/6b/GO654.png/48px-GO654.png,Braixen,https://bulbapedia.bulbagarden.net/wiki/Braixen_(Pok%C3%A9mon),153,171,130,3401190,1813,2049,
655,https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a1/GO655.png/48px-GO655.png,Delphox,https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon),181,230,189,7868070,3059,3459,
656,https://bulbapedia.bulbagarden.net/wiki/Froakie_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d4/GO656.png/48px-GO656.png,Froakie,https://bulbapedia.bulbagarden.net/wiki/Froakie_(Pok%C3%A9mon),121,122,84,1240008,992,1122,
657,https://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/65/GO657.png/48px-GO657.png,Frogadier,https://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pok%C3%A9mon),144,168,114,2757888,1636,1850,
658,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e2/GO658.png/48px-GO658.png,Greninja,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon),176,223,152,5965696,2654,3001,
659,https://bulbapedia.bulbagarden.net/wiki/Bunnelby_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9b/GO659.png/48px-GO659.png,Bunnelby,https://bulbapedia.bulbagarden.net/wiki/Bunnelby_(Pok%C3%A9mon),116,68,72,567936,553,625,
660,https://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/28/GO660.png/48px-GO660.png,Diggersby,https://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pok%C3%A9mon),198,112,155,3437280,1509,1706,
661,https://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/11/GO661.png/48px-GO661.png,Fletchling,https://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pok%C3%A9mon),128,95,80,972800,800,905,
662,https://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/98/GO662.png/48px-GO662.png,Fletchinder,https://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pok%C3%A9mon),158,145,110,2520100,1469,1661,
663,https://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/93/GO663.png/48px-GO663.png,Talonflame,https://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pok%C3%A9mon),186,176,155,5074080,2205,2493,
664,https://bulbapedia.bulbagarden.net/wiki/Scatterbug_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d1/GO664.png/48px-GO664.png,Scatterbug,https://bulbapedia.bulbagarden.net/wiki/Scatterbug_(Pok%C3%A9mon),116,63,63,460404,492,556,
665,https://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/79/GO665.png/48px-GO665.png,Spewpa,https://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pok%C3%A9mon),128,48,89,546816,479,542,
666,,,Vivillon,https://bulbapedia.bulbagarden.net/wiki/Vivillon_(Pok%C3%A9mon),190,176,103,3444320,1855,2097,
667,https://bulbapedia.bulbagarden.net/wiki/Litleo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3c/GO667.png/48px-GO667.png,Litleo,https://bulbapedia.bulbagarden.net/wiki/Litleo_(Pok%C3%A9mon),158,139,112,2459744,1425,1611,
668,https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f2/GO668.png/48px-GO668.png,Pyroar,https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon),200,221,149,6585800,2767,3129,
668f,https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d4/GO668f.png/48px-GO668f.png,Pyroar,https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon),200,221,149,6585800,2767,3129,
669,,,Flabébé,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),127,108,120,1645920,1063,1202,
670,,,Floette,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),144,136,151,2957184,1532,1732,
671,,,Florges,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),186,212,244,9621408,3234,3657,
672,https://bulbapedia.bulbagarden.net/wiki/Skiddo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/ad/GO672.png/48px-GO672.png,Skiddo,https://bulbapedia.bulbagarden.net/wiki/Skiddo_(Pok%C3%A9mon),165,123,102,2070090,1250,1414,
673,https://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/cc/GO673.png/48px-GO673.png,Gogoat,https://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pok%C3%A9mon),265,196,146,7583240,2798,3163,
674,https://bulbapedia.bulbagarden.net/wiki/Pancham_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/6a/GO674.png/48px-GO674.png,Pancham,https://bulbapedia.bulbagarden.net/wiki/Pancham_(Pok%C3%A9mon),167,145,107,2591005,1489,1683,
675,https://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c1/GO675.png/48px-GO675.png,Pangoro,https://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pok%C3%A9mon),216,226,146,7127136,2902,3281,
676,,,Furfrou,https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon),181,164,167,4957228,2111,2387,
677,https://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/11/GO677.png/48px-GO677.png,Espurr,https://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon),158,120,114,2161440,1259,1424,
678,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c8/GO678.png/48px-GO678.png,Meowstic,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon),179,166,167,4962238,2124,2401,
678f,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9b/GO678f.png/48px-GO678f.png,Meowstic,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon),179,166,167,4962238,2124,2401,
682,https://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/20/GO682.png/48px-GO682.png,Spritzee,https://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon),186,110,113,2311980,1252,1415,
683,https://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ea/GO683.png/48px-GO683.png,Aromatisse,https://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon),226,173,150,5864700,2341,2647,
684,https://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/18/GO684.png/48px-GO684.png,Swirlix,https://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon),158,109,119,2049418,1179,1333,
685,https://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5f/GO685.png/48px-GO685.png,Slurpuff,https://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon),193,168,163,5285112,2199,2486,
686,https://bulbapedia.bulbagarden.net/wiki/Inkay_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9e/GO686.png/48px-GO686.png,Inkay,https://bulbapedia.bulbagarden.net/wiki/Inkay_(Pok%C3%A9mon),142,98,95,1322020,927,1048,
687,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f0/GO687.png/48px-GO687.png,Malamar,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon),200,177,165,5841000,2359,2667,
688,https://bulbapedia.bulbagarden.net/wiki/Binacle_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/63/GO688.png/48px-GO688.png,Binacle,https://bulbapedia.bulbagarden.net/wiki/Binacle_(Pok%C3%A9mon),123,96,120,1416960,946,1069,
689,https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/91/GO689.png/48px-GO689.png,Barbaracle,https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon),176,194,205,6999520,2675,3025,
690,https://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ee/GO690.png/48px-GO690.png,Skrelp,https://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon),137,109,109,1627697,1063,1202,
691,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9b/GO691.png/48px-GO691.png,Dragalge,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon),163,177,207,5972157,2383,2694,
692,https://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d1/GO692.png/48px-GO692.png,Clauncher,https://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pok%C3%A9mon),137,108,117,1731132,1088,1230,
